wavelength_micron,total_depth_ppm,aerosols_depth_ppm,rayleigh_plus_cia_depth_ppm,molecule_H2O_depth_ppm,molecule_CO_depth_ppm,molecule_CO2_depth_ppm,molecule_CH4_depth_ppm,molecule_NH3_depth_ppm
3.558090276267517726e+00,2.799615342293517642e+03,2.757455183803375348e+03,2.541395393966123265e+03,2.666823054082118688e+03,2.322045863941310017e+03,2.322127375937343913e+03,2.798756913362745763e+03,2.590154513594234231e+03
3.561650146181947640e+00,2.790100401523253367e+03,2.757455149101021107e+03,2.541301601136152385e+03,2.698007572566308227e+03,2.322045863941310017e+03,2.322124749414112102e+03,2.787903412806214419e+03,2.553475978015927922e+03
3.565213577746827234e+00,2.802157531297471905e+03,2.757455114537127429e+03,2.541211097393063937e+03,2.677460247902924493e+03,2.322045863941310017e+03,2.322122892922485335e+03,2.800197588845293922e+03,2.572492939380430471e+03
3.568780574525577176e+00,2.792849539328137780e+03,2.757455080111147709e+03,2.541121842013140849e+03,2.693223020761951830e+03,2.322045863941310017e+03,2.322121213239513509e+03,2.791336500424651149e+03,2.575291133999294289e+03
3.572351140085201049e+00,2.805515885970494310e+03,2.757455045822530337e+03,2.541036732122396188e+03,2.689418839549520726e+03,2.322045863941310017e+03,2.322119173785965359e+03,2.803995778632666770e+03,2.568883894402928945e+03
3.575925277996262697e+00,2.790893734622628472e+03,2.757455011670725980e+03,2.540954184117335444e+03,2.677899305076678047e+03,2.322045863941310017e+03,2.322113100999668859e+03,2.788082517206504235e+03,2.577217177223055842e+03
3.579502991832895997e+00,2.794810766180089558e+03,2.757454977655191215e+03,2.540877468264437994e+03,2.675364742979492348e+03,2.322045863941310017e+03,2.322114101926545118e+03,2.791949607809431200e+03,2.570062487636833339e+03
3.583084285172827510e+00,2.804699556692316037e+03,2.757454943775379888e+03,2.540800335489544068e+03,2.689789448436713428e+03,2.322045863941310017e+03,2.322112846248633105e+03,2.802809049317681456e+03,2.587944072736437647e+03
3.586669161597344058e+00,2.801509373077945384e+03,2.757454910030753126e+03,2.540726483434589227e+03,2.684574618945004659e+03,2.322045863941310017e+03,2.322107353048433197e+03,2.799207881988661484e+03,2.577663541723619801e+03
3.590257624691309157e+00,2.801263469163961418e+03,2.757454876420770233e+03,2.540659224128076403e+03,2.674964918614284670e+03,2.322045863941310017e+03,2.322103070107286840e+03,2.798607979404214348e+03,2.585688285684547736e+03
3.593849678043198104e+00,2.797432679184534209e+03,2.757454842944894608e+03,2.540590216717715521e+03,2.675596160324163975e+03,2.322045863941310017e+03,2.322099459838343137e+03,2.794415853233469079e+03,2.580007800674782629e+03
3.597445325245065995e+00,2.796830931631149269e+03,2.757454809602592832e+03,2.540526159254253344e+03,2.683249286600716914e+03,2.322045863941310017e+03,2.322094135479742363e+03,2.794335832194636623e+03,2.585993222619779772e+03
3.601044569892556169e+00,2.801531481367848755e+03,2.757454776393328757e+03,2.540471357345115393e+03,2.685278049851555352e+03,2.322045863941310017e+03,2.322091276302368897e+03,2.799545937081265492e+03,2.575728426354802650e+03
3.604647415584918413e+00,2.802703819681290952e+03,2.757454743316575332e+03,2.540414412466534941e+03,2.667665381785773661e+03,2.322045863941310017e+03,2.322086813731479197e+03,2.800936129378234909e+03,2.578613605584774177e+03
3.608253865924999637e+00,2.803259117848563619e+03,2.757454710371803685e+03,2.540357042870384248e+03,2.670415739167867741e+03,2.322045863941310017e+03,2.322083288766150872e+03,2.801042060042236699e+03,2.579028376906378980e+03
3.611863924519244762e+00,2.806557912197452424e+03,2.757454677558485855e+03,2.540308727800419092e+03,2.682501597193808266e+03,2.322045863941310017e+03,2.322078969435329327e+03,2.805113148191340770e+03,2.589752650941769843e+03
3.615477594977716258e+00,2.792323056755730249e+03,2.757454644876097518e+03,2.540263612212110274e+03,2.683028629072537115e+03,2.322045863941310017e+03,2.322077466209498198e+03,2.789951529200817276e+03,2.577006290165114933e+03
3.619094880914085266e+00,2.794304973815679205e+03,2.757454612324116624e+03,2.540216121733044929e+03,2.657929739383803280e+03,2.322045863941310017e+03,2.322083002490441686e+03,2.791889851502387501e+03,2.588299147332518260e+03
3.622715785945636924e+00,2.795764970997636738e+03,2.757454579902025216e+03,2.540174277334314866e+03,2.679941439882029044e+03,2.322045863941310017e+03,2.322073666167830652e+03,2.793613592517764573e+03,2.578617237185519116e+03
3.626340313693279249e+00,2.800022442589137427e+03,2.757454547609303518e+03,2.540134251636124191e+03,2.683400278689333845e+03,2.322045863941310017e+03,2.322071164117935496e+03,2.797684751326671631e+03,2.599244746579052844e+03
3.629968467781530261e+00,2.784334974837745904e+03,2.757454515445434936e+03,2.540101731791512975e+03,2.672861646747188843e+03,2.322045863941310017e+03,2.322067687961933188e+03,2.781094950990557663e+03,2.583309900945219852e+03
3.633600251838553952e+00,2.791003489505153539e+03,2.757454483409905606e+03,2.540068332952897435e+03,2.663679173056713353e+03,2.322045863941310017e+03,2.322070760739794878e+03,2.788292801331804185e+03,2.590196260397857259e+03
3.637235669496131418e+00,2.791206493616960415e+03,2.757454451502205302e+03,2.540034489462074362e+03,2.674023230746115587e+03,2.322045863941310017e+03,2.322066955317417523e+03,2.788258166942746811e+03,2.595741565986717433e+03
3.640874724389675521e+00,2.788981285544460206e+03,2.757454419721822887e+03,2.540011802974786406e+03,2.669077460232373596e+03,2.322045863941310017e+03,2.322063416668877835e+03,2.785562987705946853e+03,2.590781345319170669e+03
3.644517420158251753e+00,2.787873007261162911e+03,2.757454388068250864e+03,2.539982250592817763e+03,2.655685204813515156e+03,2.322045863941310017e+03,2.322062549122911605e+03,2.784057910315138543e+03,2.580756738818186477e+03
3.648163760444549375e+00,2.795732314213504651e+03,2.757454356540984918e+03,2.539963125222235703e+03,2.672183644300302149e+03,2.322045863941310017e+03,2.322062972584556974e+03,2.792401354379051099e+03,2.586173483613334156e+03
3.651813748894908507e+00,2.782977654395799618e+03,2.757454325139518915e+03,2.539945956874450076e+03,2.661267320123443824e+03,2.322045863941310017e+03,2.322070383700895945e+03,2.777978311425376432e+03,2.592154240936017231e+03
3.655467389159329006e+00,2.783014945857038128e+03,2.757454293863351268e+03,2.539928314592040351e+03,2.667020096332128560e+03,2.322045863941310017e+03,2.322064769392744893e+03,2.778011851700315219e+03,2.605184579312153346e+03
3.659124684891442936e+00,2.783045927314008622e+03,2.757454262711984939e+03,2.539915709498201522e+03,2.673037168220174408e+03,2.322045863941310017e+03,2.322061730449841889e+03,2.777584693017642167e+03,2.592565572058817452e+03
3.662785639748542543e+00,2.781289604855211110e+03,2.757454231684919250e+03,2.539907023807993937e+03,2.681295353273851106e+03,2.322045863941310017e+03,2.322060587225275867e+03,2.774613267910815466e+03,2.598525494851946405e+03
3.666450257391587364e+00,2.795534107825757928e+03,2.757454200781658983e+03,2.539898011319267880e+03,2.653487053554760223e+03,2.322045863941310017e+03,2.322060012388837549e+03,2.790836736778623617e+03,2.599572853511895119e+03
3.670118541485196673e+00,2.785610093735970167e+03,2.757454170001709372e+03,2.539891713625171633e+03,2.666921714567435629e+03,2.322045863941310017e+03,2.322064761117958369e+03,2.780267471894107075e+03,2.595616819555392340e+03
3.673790495697654812e+00,2.781962926333559153e+03,2.757454139344583382e+03,2.539887510972887412e+03,2.668918387272556174e+03,2.322045863941310017e+03,2.322065377849768083e+03,2.774339977657647523e+03,2.594366511785753573e+03
3.677466123700913858e+00,2.777837874318732247e+03,2.757454108809784884e+03,2.539882556709063010e+03,2.660815547069280001e+03,2.322045863941310017e+03,2.322063384632914676e+03,2.769638218204892382e+03,2.602623312905204784e+03
3.681145429170603833e+00,2.782385226443733245e+03,2.757454078396830482e+03,2.539886897129287718e+03,2.675468813897874043e+03,2.322045863941310017e+03,2.322062672199067038e+03,2.774786279098384512e+03,2.595096102502037411e+03
3.684828415786030487e+00,2.781875610784114997e+03,2.757454048105234961e+03,2.539894447877076345e+03,2.665310477063349026e+03,2.322045863941310017e+03,2.322062345833343898e+03,2.773465266938965215e+03,2.593841752509818434e+03
3.688515087230178846e+00,2.798078137966975191e+03,2.757454017934507647e+03,2.539896347376860376e+03,2.665900004946466652e+03,2.322045863941310017e+03,2.322062482291443303e+03,2.792194013010032450e+03,2.602142016448372942e+03
3.692205447189715883e+00,2.779585955276084405e+03,2.757453987884172875e+03,2.539906504417999258e+03,2.657126532855233563e+03,2.322045863941310017e+03,2.322064333146839544e+03,2.770482352508447093e+03,2.595278440245444472e+03
3.695899499355008722e+00,2.784041852157461108e+03,2.757453957953745885e+03,2.539916720951047864e+03,2.658061081189450306e+03,2.322045863941310017e+03,2.322063341395343741e+03,2.776211047128011614e+03,2.609820775765510461e+03
3.699597247420110868e+00,2.784776836119503059e+03,2.757453928142752829e+03,2.539935193958922355e+03,2.666248256920219774e+03,2.322045863941310017e+03,2.322066841375398326e+03,2.775898641147423405e+03,2.594344317145749301e+03
3.703298695082765768e+00,2.775343691078549000e+03,2.757453898450715315e+03,2.539946965194586937e+03,2.665510535501840423e+03,2.322045863941310017e+03,2.322066119895555403e+03,2.764254153503890393e+03,2.604757805413166807e+03
3.707003846044425011e+00,2.788933591250447535e+03,2.757453868877159039e+03,2.539966399875488605e+03,2.654689225934770093e+03,2.322045863941310017e+03,2.322065148989174304e+03,2.781728925632876326e+03,2.603968776007919132e+03
3.710712704010244334e+00,2.784913115958988328e+03,2.757453839421609246e+03,2.539983869959495223e+03,2.656847981436954342e+03,2.322045863941310017e+03,2.322066371239845921e+03,2.774649741778730458e+03,2.604951517515927662e+03
3.714425272689074298e+00,2.784696594452970203e+03,2.757453810083599819e+03,2.540003624388536537e+03,2.669613529765518706e+03,2.322045863941310017e+03,2.322070440477227294e+03,2.775245257537234465e+03,2.611062515113426798e+03
3.718141555793478936e+00,2.780246330633413436e+03,2.757453780862657823e+03,2.540031078611162229e+03,2.641492244789108554e+03,2.322045863941310017e+03,2.322068737693160983e+03,2.770669021446278293e+03,2.596307670527498885e+03
3.721861557039752189e+00,2.773474999735267374e+03,2.757453751758319413e+03,2.540057576633336339e+03,2.656579752307511626e+03,2.322045863941310017e+03,2.322070301183045558e+03,2.761918975291255720e+03,2.604498164384673601e+03
3.725585280147893030e+00,2.789523634252911052e+03,2.757453722770116656e+03,2.540084587600649229e+03,2.654901985012281784e+03,2.322045863941310017e+03,2.322073000559537377e+03,2.782712521913600995e+03,2.606171539148262582e+03
3.729312728841626789e+00,2.791259948908666502e+03,2.757453693897586618e+03,2.540114306985825351e+03,2.660167613397990863e+03,2.322045863941310017e+03,2.322072944391111378e+03,2.784438899648016104e+03,2.609151468595996448e+03
3.733043906848399374e+00,2.779526559320572687e+03,2.757453665140269095e+03,2.540149435370930405e+03,2.673182106977678359e+03,2.322045863941310017e+03,2.322077220333339483e+03,2.768902332108557403e+03,2.606887344110032700e+03
3.736778817899385707e+00,2.779286667481435870e+03,2.757453636497704792e+03,2.540178912863821097e+03,2.658062893462149077e+03,2.322045863941310017e+03,2.322077794579760848e+03,2.768008742543025619e+03,2.606880468473399105e+03
3.740517465729503943e+00,2.775793264954390906e+03,2.757453607969435325e+03,2.540213339512529728e+03,2.654068175655953382e+03,2.322045863941310017e+03,2.322077252611902168e+03,2.763270871276386970e+03,2.605751632522551063e+03
3.744259854077395033e+00,2.783519293525418107e+03,2.757453579555006399e+03,2.540251006070814583e+03,2.673413761321262427e+03,2.322045863941310017e+03,2.322077426937904875e+03,2.773608496907309927e+03,2.615865460505106057e+03
3.748005986685453816e+00,2.782662457608902059e+03,2.757453551253961450e+03,2.540290993567320129e+03,2.648511952551693412e+03,2.322045863941310017e+03,2.322077597232005701e+03,2.772712198728362182e+03,2.616285885003449494e+03
3.751755867299817915e+00,2.781009850859945345e+03,2.757453523065847548e+03,2.540332136677335711e+03,2.656833128211604162e+03,2.322045863941310017e+03,2.322076936267359997e+03,2.769038920736219552e+03,2.600168213489327172e+03
3.755509499670361073e+00,2.775066348652742363e+03,2.757453494990218132e+03,2.540373645053668952e+03,2.664772843307273433e+03,2.322045863941310017e+03,2.322075083059935423e+03,2.761570060920747892e+03,2.606699287435769747e+03
3.759266887550712699e+00,2.770110602518914675e+03,2.757453467026623002e+03,2.540415402185187759e+03,2.668782494755473635e+03,2.322045863941310017e+03,2.322074027904078321e+03,2.753683328220564363e+03,2.597323989679513943e+03
3.763028034698265412e+00,2.780486932418987180e+03,2.757453439174611503e+03,2.540462248941925736e+03,2.671673456353300480e+03,2.322045863941310017e+03,2.322075308038676667e+03,2.767498560286368502e+03,2.610551748400177530e+03
3.766792944874166160e+00,2.778835329913023998e+03,2.757453411433743440e+03,2.540505823338098708e+03,2.642929087232602797e+03,2.322045863941310017e+03,2.322075117438880625e+03,2.765074574597165793e+03,2.616173400775987375e+03
3.770561621843321998e+00,2.781558894056206100e+03,2.757453383803575434e+03,2.540551547606220538e+03,2.655456541777305574e+03,2.322045863941310017e+03,2.322078977337749166e+03,2.771775765920736831e+03,2.609930883169639856e+03
3.774334069374416956e+00,2.785886558119920664e+03,2.757453356283662288e+03,2.540601958938396365e+03,2.649958257364671226e+03,2.322045863941310017e+03,2.322081417770027201e+03,2.777942709068855947e+03,2.605976755031438188e+03
3.778110291239897389e+00,2.779040123483368461e+03,2.757453328873563805e+03,2.540652673497037085e+03,2.635169569482962743e+03,2.322045863941310017e+03,2.322085599152543182e+03,2.764235575768652780e+03,2.611827822473540891e+03
3.781890291215979083e+00,2.783655380580031760e+03,2.757453301572848432e+03,2.540703054292307115e+03,2.639898423149070368e+03,2.322045863941310017e+03,2.322092221568718742e+03,2.774538096533033695e+03,2.608187329914877864e+03
3.785674073082664570e+00,2.789187973981071991e+03,2.757453274381072788e+03,2.540757921118238301e+03,2.665141220478491960e+03,2.322045863941310017e+03,2.322103800346624666e+03,2.779802166244411183e+03,2.621312341553482383e+03
3.789461640623741356e+00,2.784850183077926431e+03,2.757453247297808048e+03,2.540813997138737705e+03,2.649645504427382548e+03,2.322045863941310017e+03,2.322110767711932112e+03,2.772717611318682884e+03,2.615705123937621920e+03
3.793252997626775702e+00,2.781511514466579683e+03,2.757453220322614925e+03,2.540870681380422411e+03,2.659509629928568302e+03,2.322045863941310017e+03,2.322109567375342522e+03,2.768892813738432778e+03,2.613593318197231838e+03
3.797048147883127722e+00,2.778402253096976438e+03,2.757453193455067776e+03,2.540930814942851157e+03,2.628841100317573364e+03,2.322045863941310017e+03,2.322110188755182662e+03,2.763109939598020901e+03,2.609892557535505603e+03
3.800847095187948721e+00,2.775220155754401276e+03,2.757453166694734136e+03,2.540992578396583212e+03,2.657353551810831505e+03,2.322045863941310017e+03,2.322107453090772196e+03,2.758292637053582439e+03,2.610118383804832774e+03
3.804649843340179416e+00,2.778974832954699650e+03,2.757453140041190181e+03,2.541051736966562203e+03,2.638881136235877875e+03,2.322045863941310017e+03,2.322102608860265718e+03,2.765129550181321520e+03,2.619008753897086535e+03
3.808456396142568590e+00,2.773429330347158611e+03,2.757453113494004810e+03,2.541114578934539622e+03,2.670325011785289917e+03,2.322045863941310017e+03,2.322102457632892765e+03,2.756562837459505317e+03,2.604893605509895679e+03
3.812266757401666872e+00,2.772315842659493683e+03,2.757453087052755563e+03,2.541178249577110364e+03,2.649781626767997750e+03,2.322045863941310017e+03,2.322096602957103642e+03,2.754304094462890589e+03,2.618633798601809303e+03
3.816080930927837844e+00,2.769698404490675330e+03,2.757453060717022709e+03,2.541244061248717117e+03,2.648465980425257840e+03,2.322045863941310017e+03,2.322130531957910989e+03,2.753393308387611341e+03,2.598867905902075108e+03
3.819898920535263809e+00,2.770657469762951223e+03,2.757453034486382421e+03,2.541309455330096625e+03,2.643284734222069346e+03,2.322045863941310017e+03,2.322122818375321458e+03,2.750066579750827714e+03,2.619726660958930097e+03
3.823720730041926252e+00,2.773803877560823821e+03,2.757453008360417243e+03,2.541378783918211866e+03,2.670289813878311634e+03,2.322045863941310017e+03,2.322100012747966503e+03,2.755544993786299074e+03,2.630044206120001945e+03
3.827546363269632490e+00,2.765374455058863987e+03,2.757452982338705169e+03,2.541450232627506921e+03,2.669883249160857758e+03,2.322045863941310017e+03,2.322093846019295142e+03,2.740687767315175734e+03,2.603829563635220438e+03
3.831375824044026324e+00,2.769191284293312947e+03,2.757452956420835108e+03,2.541522079461247358e+03,2.665079948488009904e+03,2.322045863941310017e+03,2.322089431507036352e+03,2.744510252500684146e+03,2.605549029608402179e+03
3.835209116194566281e+00,2.770919062467348795e+03,2.757452930606393238e+03,2.541591925076812458e+03,2.662166955089659041e+03,2.322045863941310017e+03,2.322087114361312160e+03,2.748468675762003386e+03,2.609355997239642875e+03
3.839046243554542048e+00,2.777307320162951783e+03,2.757452904894964831e+03,2.541662528481155277e+03,2.652325640727541213e+03,2.322045863941310017e+03,2.322093839324898454e+03,2.757380257122803869e+03,2.602659570040335439e+03
3.842887209961076689e+00,2.782208186833445325e+03,2.757452879286137431e+03,2.541737440591460199e+03,2.657758411065031396e+03,2.322045863941310017e+03,2.322100719022402245e+03,2.765835435887758194e+03,2.627514314068877411e+03
3.846732019255135970e+00,2.791006612233750275e+03,2.757452853779506313e+03,2.541813828746554464e+03,2.636034400713713239e+03,2.322045863941310017e+03,2.322096207967242208e+03,2.774717543101858610e+03,2.615618653027266646e+03
3.850580675281535026e+00,2.788673662889362276e+03,2.757452828374659020e+03,2.541889693098684802e+03,2.656669026197768744e+03,2.322045863941310017e+03,2.322095859113354436e+03,2.775996972304702467e+03,2.601210711135138808e+03
3.854433181888931692e+00,2.777483777807845854e+03,2.757452803071192193e+03,2.541969937680593375e+03,2.654348604976516071e+03,2.322045863941310017e+03,2.322109411638464280e+03,2.757674137119519401e+03,2.610369662013288689e+03
3.858289542929830507e+00,2.776836867415162942e+03,2.757452777868701105e+03,2.542054931842137194e+03,2.637085423366725081e+03,2.322045863941310017e+03,2.322101582523400793e+03,2.759511767411524033e+03,2.617555659158139406e+03
3.862149762260594699e+00,2.778087505959170812e+03,2.757452752766782396e+03,2.542134301878576480e+03,2.643145285073005198e+03,2.322045863941310017e+03,2.322104273220764753e+03,2.762128087980604050e+03,2.621154104246443694e+03
3.866013843741446188e+00,2.773065495512093094e+03,2.757452727765034069e+03,2.542212493124596676e+03,2.656036277669163610e+03,2.322045863941310017e+03,2.322108317927659300e+03,2.752378674949442029e+03,2.623499851963356832e+03
3.869881791236461588e+00,2.776318715344354587e+03,2.757452702863059585e+03,2.542296657037818932e+03,2.636168400586658663e+03,2.322045863941310017e+03,2.322108916555041560e+03,2.758996226180477606e+03,2.605611527479858978e+03
3.873753608613584642e+00,2.776267129216480953e+03,2.757452678060457856e+03,2.542382215919843020e+03,2.646983943653694951e+03,2.322045863941310017e+03,2.322106377543759208e+03,2.756033806475770689e+03,2.627221041416590197e+03
3.877629299744638214e+00,2.779234365219143911e+03,2.757452653356834162e+03,2.542470643710946206e+03,2.630421862249207607e+03,2.322045863941310017e+03,2.322128676232771340e+03,2.764101402423624677e+03,2.615775280877997830e+03
3.881508868505314958e+00,2.777451823317667731e+03,2.757452628751793327e+03,2.542558495908384884e+03,2.640167930261985930e+03,2.322045863941310017e+03,2.322167902919903554e+03,2.759839317228949312e+03,2.619992344744141519e+03
3.885392318775185316e+00,2.772602719636300662e+03,2.757452604244941540e+03,2.542643802919600148e+03,2.661091417410522808e+03,2.322045863941310017e+03,2.322134048057366726e+03,2.750802803359754762e+03,2.609599066755494277e+03
3.889279654437701073e+00,2.770691022773917211e+03,2.757452579835886354e+03,2.542735665715700179e+03,2.673482744834620917e+03,2.322045863941310017e+03,2.322121030010801405e+03,2.746824123132120803e+03,2.617640756980332753e+03
3.893170879380196236e+00,2.778737366083635152e+03,2.757452555524238960e+03,2.542825861402982355e+03,2.656539947500184098e+03,2.322045863941310017e+03,2.322120186950668540e+03,2.759717495859076735e+03,2.609857783474956250e+03
3.897065997493892819e+00,2.770843410350059003e+03,2.757452531309610549e+03,2.542919405551357613e+03,2.645451205641512843e+03,2.322045863941310017e+03,2.322126482852025674e+03,2.751044061858078749e+03,2.605069096160834761e+03
3.900965012673908383e+00,2.772367966156778039e+03,2.757452507191615496e+03,2.543012720584385534e+03,2.654878461814815637e+03,2.322045863941310017e+03,2.322120882602451275e+03,2.751771767605053810e+03,2.627756305819866157e+03
3.904867928819266698e+00,2.778453628260641835e+03,2.757452483169866809e+03,2.543113040737015581e+03,2.644593473699109836e+03,2.322045863941310017e+03,2.322124894941423918e+03,2.759926276767719628e+03,2.605923135362695120e+03
3.908774749832877315e+00,2.772428893326838534e+03,2.757452459243977501e+03,2.543207710054067320e+03,2.645507666637570310e+03,2.322045863941310017e+03,2.322130560303391121e+03,2.748358796866731609e+03,2.608098436475556809e+03
3.912685479621560880e+00,2.770420362509966708e+03,2.757452435413571038e+03,2.543301692260135496e+03,2.657661700564104649e+03,2.322045863941310017e+03,2.322138198192829805e+03,2.747076823365594464e+03,2.622904595031783629e+03
3.916600122096052683e+00,2.773977571488097965e+03,2.757452411678261342e+03,2.543402403139419221e+03,2.642394816291577172e+03,2.322045863941310017e+03,2.322151278845166871e+03,2.754494803510231122e+03,2.604016982028624170e+03
3.920518681170991115e+00,2.773430801674664508e+03,2.757452388037673700e+03,2.543506737654713561e+03,2.640902923814889618e+03,2.322045863941310017e+03,2.322155553959163171e+03,2.751726054618514809e+03,2.616055174347156481e+03
3.924441160764928771e+00,2.769394304543067847e+03,2.757452364491427033e+03,2.543606910202297058e+03,2.637003916149986708e+03,2.322045863941310017e+03,2.322158093077139256e+03,2.743318989722573406e+03,2.611788963639061876e+03
3.928367564800358203e+00,2.776883652748493660e+03,2.757452341039145722e+03,2.543710715890369102e+03,2.640467594450180968e+03,2.322045863941310017e+03,2.322163506869870616e+03,2.753589182780369356e+03,2.607107323012626239e+03
3.932297897203688386e+00,2.769188935215072433e+03,2.757452317680453689e+03,2.543811037262335049e+03,2.653714528880816488e+03,2.322045863941310017e+03,2.322198957083619916e+03,2.741148148908648182e+03,2.609505961333973573e+03
3.936232161905240723e+00,2.769630582679571489e+03,2.757452294414981679e+03,2.543921049696688442e+03,2.639001480164038639e+03,2.322045863941310017e+03,2.322208608682392878e+03,2.743675307397545566e+03,2.622504403667456245e+03
3.940170362839277018e+00,2.773361646050435411e+03,2.757452271242354982e+03,2.544030665380315440e+03,2.655414404508709595e+03,2.322045863941310017e+03,2.322308817325453219e+03,2.748042286357006560e+03,2.619003636151574028e+03
3.944112503944006143e+00,2.772189874932186740e+03,2.757452248162201158e+03,2.544133472893850012e+03,2.653863861459908094e+03,2.322045863941310017e+03,2.322224171664496680e+03,2.746925118809682772e+03,2.601697774722989834e+03
3.948058589161570264e+00,2.766363581872142731e+03,2.757452225174155046e+03,2.544246301720173506e+03,2.658925168414113159e+03,2.322045863941310017e+03,2.322213320208118148e+03,2.737540404842841781e+03,2.612269560019957225e+03
3.952008622438055951e+00,2.769585581695025212e+03,2.757452202277847846e+03,2.544351663050588286e+03,2.653571813932730493e+03,2.322045863941310017e+03,2.322217006869734632e+03,2.742669807254430452e+03,2.614468783474054362e+03
3.955962607723491065e+00,2.771938329788507872e+03,2.757452179472910302e+03,2.544464592048006580e+03,2.640843431214272186e+03,2.322045863941310017e+03,2.322228259641478871e+03,2.747782121861551786e+03,2.623422616000361813e+03
3.959920548971858523e+00,2.771639496731557756e+03,2.757452156758983165e+03,2.544579266836581610e+03,2.624293081717874429e+03,2.322045863941310017e+03,2.322264997689068878e+03,2.742815005044202280e+03,2.618313863088687867e+03
3.963882450141104297e+00,2.767048556805155386e+03,2.757452134135701272e+03,2.544695780583845590e+03,2.653142588444623470e+03,2.322045863941310017e+03,2.322301717645202189e+03,2.737136082463561706e+03,2.609711122972968042e+03
3.967848315193129860e+00,2.768905926563373214e+03,2.757452111602699915e+03,2.544804976363250717e+03,2.652080076172271220e+03,2.322045863941310017e+03,2.322366346747804528e+03,2.742645381118769819e+03,2.610020244598088993e+03
3.971818148093805512e+00,2.766212177139632331e+03,2.757452089159627121e+03,2.544923667759966065e+03,2.647900840564819646e+03,2.322045863941310017e+03,2.322489862464292855e+03,2.736946689781781515e+03,2.619746018828142496e+03
3.975791952812958385e+00,2.775827679565352355e+03,2.757452066806114544e+03,2.545042792484774054e+03,2.669315694770673872e+03,2.322045863941310017e+03,2.322695263791333673e+03,2.748916189363893409e+03,2.618607446826631076e+03
3.979769733324392433e+00,2.772367606087951572e+03,2.757452044541811119e+03,2.545159755218109240e+03,2.659631298879099631e+03,2.322045863941310017e+03,2.322983126634670953e+03,2.745588651817799473e+03,2.620104714566537041e+03
3.983751493605891980e+00,2.765731593454221183e+03,2.757452022366358960e+03,2.545278634379335472e+03,2.659751467647409754e+03,2.322045863941310017e+03,2.323198591729082636e+03,2.731343093552616210e+03,2.621879484649699862e+03
3.987737237639216392e+00,2.765844897293247868e+03,2.757452000279401545e+03,2.545395936889891345e+03,2.653786456463624745e+03,2.322045863941310017e+03,2.323445717933529977e+03,2.734543824041245443e+03,2.611833506848852721e+03
3.991726969410113846e+00,2.767678953613476097e+03,2.757451978280590538e+03,2.545522198124940132e+03,2.639224070137496710e+03,2.322045863941310017e+03,2.323891739942611821e+03,2.735172321905918125e+03,2.602296831702058626e+03
3.995720692908312444e+00,2.769533275856815180e+03,2.757451956369572144e+03,2.545640682835948155e+03,2.640044433446017592e+03,2.322045863941310017e+03,2.324706794623812129e+03,2.739325079564490352e+03,2.631005112086740155e+03
3.999718412127535760e+00,2.765565811648995805e+03,2.757451934545992572e+03,2.545767978278377541e+03,2.663861390900037804e+03,2.322045863941310017e+03,2.325562398318041232e+03,2.727996882027690845e+03,2.626149631279751702e+03
4.003720131065502841e+00,2.765270155261601303e+03,2.757451912809506211e+03,2.545892029468704095e+03,2.670174481392092730e+03,2.322045863941310017e+03,2.327155073632535732e+03,2.730164422381259101e+03,2.614683126741801971e+03
4.007725853723929532e+00,2.770405029705133074e+03,2.757451891159767001e+03,2.546021293134527696e+03,2.633363033708130843e+03,2.322045863941310017e+03,2.328760362177003117e+03,2.738258383061528548e+03,2.632266736366376335e+03
4.011735584108547137e+00,2.769514744748239536e+03,2.757451869596427514e+03,2.546149799481105674e+03,2.626177387986166195e+03,2.322045863941310017e+03,2.330517531252412027e+03,2.736541143513367388e+03,2.613525300674604750e+03
4.015749326229085980e+00,2.766748573276813204e+03,2.757451848119140323e+03,2.546276800997017290e+03,2.660092803806682696e+03,2.322045863941310017e+03,2.332738087924546562e+03,2.730144882837268597e+03,2.623007678100828798e+03
4.019767084099280297e+00,2.763751549483738017e+03,2.757451826727566186e+03,2.546404941295572371e+03,2.639451070738451108e+03,2.322045863941310017e+03,2.334367789294330578e+03,2.723588893962810744e+03,2.620860875301105352e+03
4.023788861736896649e+00,2.764659659473146348e+03,2.757451805421363133e+03,2.546534287591300199e+03,2.672793612325304366e+03,2.322045863941310017e+03,2.336427140704542126e+03,2.724883695738150436e+03,2.621581678574405487e+03
4.027814663163712616e+00,2.767027468952806430e+03,2.757451784200187376e+03,2.546661518478152630e+03,2.678745877682353694e+03,2.322045863941310017e+03,2.337797128570931818e+03,2.728502902127571815e+03,2.619091625227693839e+03
4.031844492405519453e+00,2.763184217906245067e+03,2.757451763063701947e+03,2.546792219035184189e+03,2.661428333015072440e+03,2.322045863941310017e+03,2.338918684998171557e+03,2.722981934248793095e+03,2.615214997379276610e+03
4.035878353492156734e+00,2.770998172837176298e+03,2.757451742011567148e+03,2.546927275712894243e+03,2.641965615000099660e+03,2.322045863941310017e+03,2.339886944145341658e+03,2.738446585992812743e+03,2.619441273255801207e+03
4.039916250457485702e+00,2.762344621312412073e+03,2.757451721043449197e+03,2.547055538777038237e+03,2.646819774138935372e+03,2.322045863941310017e+03,2.341561325643680902e+03,2.715986419980262326e+03,2.621923746148832834e+03
