wavelength_micron,total_depth_ppm,aerosols_depth_ppm,rayleigh_plus_cia_depth_ppm,molecule_H2O_depth_ppm,molecule_CO_depth_ppm,molecule_CO2_depth_ppm,molecule_CH4_depth_ppm,molecule_NH3_depth_ppm
8.942445116233571634e-01,2.773714679191597043e+03,2.759497386595984608e+03,2.456795300306305307e+03,2.658103027393238790e+03,2.322045863944756093e+03,2.322046674290241299e+03,2.681498113137344262e+03,2.386912996562519766e+03
8.951392034062798375e-01,2.774685547922546903e+03,2.759489687394063367e+03,2.456517525164126255e+03,2.672451086796018899e+03,2.322045863943410950e+03,2.322046645370579881e+03,2.672413321672341681e+03,2.388972190579338530e+03
8.960347903284813231e-01,2.772547359964328734e+03,2.759482015228217278e+03,2.456239890175207165e+03,2.668150093818568166e+03,2.322045863942484175e+03,2.322046538306513867e+03,2.661580284006641250e+03,2.389089477338718552e+03
8.969312732855472259e-01,2.772212406198162626e+03,2.759474370017822821e+03,2.455962390082946058e+03,2.678737907126841492e+03,2.322045863943104450e+03,2.322046578238199800e+03,2.651855418048502088e+03,2.394432595224759098e+03
8.978286531739602117e-01,2.771578104271668963e+03,2.759466751682381528e+03,2.455685003669858816e+03,2.671580826188724586e+03,2.322045863942710184e+03,2.322046535137485535e+03,2.657231774541779487e+03,2.397483660666919150e+03
8.987269308911014498e-01,2.790446335284743782e+03,2.759459160141525444e+03,2.455407801254687456e+03,2.700169068163166230e+03,2.322045863942671076e+03,2.322046457669433948e+03,2.743137492997548179e+03,2.396552221168934466e+03
8.996261073352495030e-01,2.784105684950965042e+03,2.759451595315019858e+03,2.455130699428693788e+03,2.683351910478591890e+03,2.322045863942250890e+03,2.322046287072338146e+03,2.739409267760954663e+03,2.393429647179963013e+03
9.005261834055794390e-01,2.781536902294193169e+03,2.759444057122756476e+03,2.454853812945274967e+03,2.689326997295173896e+03,2.322045863942283177e+03,2.322046265686747574e+03,2.718441503839243978e+03,2.391486611603880647e+03
9.014271600021681596e-01,2.776376885364893951e+03,2.759436545484761609e+03,2.454577062659097919e+03,2.681383235451108703e+03,2.322045863942001688e+03,2.322046237768245192e+03,2.697247482156672049e+03,2.389757598998455705e+03
9.023290380259915144e-01,2.773742034682399208e+03,2.759429060321195720e+03,2.454300495871603289e+03,2.672129301594015033e+03,2.322045863942079450e+03,2.322046216522293889e+03,2.672663504568587541e+03,2.387445311748738277e+03
9.032318183789278532e-01,2.770571341040583320e+03,2.759421601552347511e+03,2.454024108873558816e+03,2.670020144150546457e+03,2.322045863942623328e+03,2.322046272669605969e+03,2.662966615431175342e+03,2.387300980951031306e+03
9.041355019637584700e-01,2.771109606453652759e+03,2.759414169098645743e+03,2.453747865637564246e+03,2.661520716648031794e+03,2.322045863941922562e+03,2.322046142501847498e+03,2.669135642572790857e+03,2.385002327340018837e+03
9.050400896841657161e-01,2.768727650643612833e+03,2.759406762880647420e+03,2.453471851346166659e+03,2.660185357389793808e+03,2.322045863941775679e+03,2.322046103900436719e+03,2.663274435431409984e+03,2.385556689683136028e+03
9.059455824447376626e-01,2.771237256243726733e+03,2.759399382819050516e+03,2.453196027745973424e+03,2.668120972347036968e+03,2.322045863941728840e+03,2.322046081256587058e+03,2.653903287486125009e+03,2.382738181033188084e+03
9.068519811509679895e-01,2.774008842786574405e+03,2.759392028834685789e+03,2.452920399869248286e+03,2.683687238593473921e+03,2.322045863941739299e+03,2.322046077406630957e+03,2.648612805660278809e+03,2.380866243111757740e+03
9.077592867092548756e-01,2.773233304768004928e+03,2.759384700848522243e+03,2.452645001392274480e+03,2.678430244421162115e+03,2.322045863941557400e+03,2.322046255573489361e+03,2.651477037801493225e+03,2.380735184453197689e+03
9.086675000269044400e-01,2.773722001786187320e+03,2.759377398781664851e+03,2.452369781808035441e+03,2.678694381434775096e+03,2.322045863941563766e+03,2.322046397757308114e+03,2.651948771701939222e+03,2.379852409188846650e+03
9.095766220121302981e-01,2.773444429245766969e+03,2.759370122555357284e+03,2.452094815865410510e+03,2.677613079314937295e+03,2.322045863941422340e+03,2.322046123885868383e+03,2.644040745504902134e+03,2.378507510149038353e+03
9.104866535740545608e-01,2.776815066783932252e+03,2.759362872090981909e+03,2.451820068024062948e+03,2.693786534492512601e+03,2.322045863941485095e+03,2.322046200996519474e+03,2.642079121314498025e+03,2.377556873835529132e+03
9.113975956227071684e-01,2.772333637031350008e+03,2.759355647310058430e+03,2.451545551663914466e+03,2.674892007876916978e+03,2.322045863941473726e+03,2.322046177632609670e+03,2.639864005981874925e+03,2.377083952106039760e+03
9.123094490690316638e-01,2.774280104692856185e+03,2.759348448134247519e+03,2.451271320873100649e+03,2.690515937306670821e+03,2.322045863941436892e+03,2.322046124388946282e+03,2.634344774849486839e+03,2.374175472512674787e+03
9.132222148248820837e-01,2.777279147252173516e+03,2.759341274485351278e+03,2.450997291565406158e+03,2.713560345676744419e+03,2.322045863941416883e+03,2.322046131755772876e+03,2.623884897680566155e+03,2.374919469987156390e+03
9.141358938030227366e-01,2.777368490098963321e+03,2.759334126285310504e+03,2.450723567906272820e+03,2.702761703616422892e+03,2.322045863941410062e+03,2.322046086078508779e+03,2.620532766009825536e+03,2.374695799409186748e+03
9.150504869171317557e-01,2.779214381714120009e+03,2.759327003456211514e+03,2.450450108544125669e+03,2.712212327065716636e+03,2.322045863941391417e+03,2.322046086410214230e+03,2.616282267190638322e+03,2.375142172848239170e+03
9.159659950818032081e-01,2.781019512535728609e+03,2.759319905920276597e+03,2.450176980398821343e+03,2.715578221311991911e+03,2.322045863941461903e+03,2.322046038165143273e+03,2.608110391885610170e+03,2.374793516618912690e+03
9.168824192125476502e-01,2.775425194790674595e+03,2.759312833599875376e+03,2.449904082295746321e+03,2.713185620030419159e+03,2.322045863941385960e+03,2.322046029932939291e+03,2.601524254074934561e+03,2.377170880335033871e+03
9.177997602257873533e-01,2.780113775481246194e+03,2.759305786417521176e+03,2.449631482352624971e+03,2.717322282442413780e+03,2.322045863941367770e+03,2.322045994695742593e+03,2.594359712295886311e+03,2.381245998455123299e+03
9.187180190388625212e-01,2.774049059852371101e+03,2.759298764295863293e+03,2.449359140662042591e+03,2.708619740307199208e+03,2.322045863941357766e+03,2.322045997911671748e+03,2.587982000618293114e+03,2.382606001251699126e+03
9.196371965700329554e-01,2.772139330886205244e+03,2.759291767157706090e+03,2.449087167961577507e+03,2.703988706291633207e+03,2.322045863941359585e+03,2.322046005571623027e+03,2.580209737914007746e+03,2.390577570856512921e+03
9.205572937384780552e-01,2.768844319183453081e+03,2.759284794925992628e+03,2.448815472292223149e+03,2.693610933075093726e+03,2.322045863941340940e+03,2.322046074847317868e+03,2.571763090498239762e+03,2.395614167194449692e+03
9.214783114642937090e-01,2.773987123717367467e+03,2.759277847523811488e+03,2.448544077293877763e+03,2.707983702220881241e+03,2.322045863941340485e+03,2.322047615482609672e+03,2.564542198887799714e+03,2.397509704694214633e+03
9.224002506684962910e-01,2.770372609258138255e+03,2.759270924874397224e+03,2.448272952351308959e+03,2.692581052922776962e+03,2.322045863941324114e+03,2.322046981761188817e+03,2.553542100435245629e+03,2.402043108045246299e+03
9.233231122730255480e-01,2.771303946071570863e+03,2.759264026901134912e+03,2.448002132180727585e+03,2.695829634200147211e+03,2.322045863941331390e+03,2.322046704550815775e+03,2.549138471615479375e+03,2.400921056429265263e+03
9.242468972007445993e-01,2.775988800042292496e+03,2.759257153527548326e+03,2.447731655887552733e+03,2.716160383713001920e+03,2.322045863941329117e+03,2.322046696036893536e+03,2.548594596666660436e+03,2.400958967990274687e+03
9.251716063754390484e-01,2.773216649228486858e+03,2.759250304677315853e+03,2.447461466161453245e+03,2.708701236605666054e+03,2.322045863941324114e+03,2.322047048439896116e+03,2.543964268829685352e+03,2.398906210357255077e+03
9.260972407218167612e-01,2.775427017098591477e+03,2.759243480274260946e+03,2.447191640885582729e+03,2.717720874344191088e+03,2.322045863941323205e+03,2.322046569787552016e+03,2.541883578817991747e+03,2.398085046974886609e+03
9.270238011655111965e-01,2.777466376503105039e+03,2.759236680242350758e+03,2.446922117817534854e+03,2.738566111372355863e+03,2.322045863941320931e+03,2.322046891720951862e+03,2.539795230865094709e+03,2.397080204418422909e+03
9.279512886330850696e-01,2.787644833853346427e+03,2.759229904505710692e+03,2.446652966917376489e+03,2.758978441351768197e+03,2.322045863941320022e+03,2.322047042700006386e+03,2.539477011301244147e+03,2.392482706026512005e+03
9.288797040520246906e-01,2.788937948945881544e+03,2.759223152988606216e+03,2.446384125292772296e+03,2.762028834099423420e+03,2.322045863941329117e+03,2.322046636184871204e+03,2.536820257054319882e+03,2.392856613811585703e+03
9.298090483507444048e-01,2.788716510892494625e+03,2.759216425615460594e+03,2.446115647522268773e+03,2.763355746153412383e+03,2.322045863941318657e+03,2.322047105603320688e+03,2.536137794620749446e+03,2.393058687385977464e+03
9.307393224585914782e-01,2.790187946647933131e+03,2.759209722310838515e+03,2.445847503602316010e+03,2.761317050179484340e+03,2.322045863941314110e+03,2.322047181984526105e+03,2.535757021098908808e+03,2.391971064980308711e+03
9.316705273058382142e-01,2.787484699355109115e+03,2.759203042999460649e+03,2.445579758384615616e+03,2.754928053275116326e+03,2.322045863941317293e+03,2.322047524700602935e+03,2.535942261783878621e+03,2.392875602372740559e+03
9.326026638236895039e-01,2.794936105231503461e+03,2.759196387606198186e+03,2.445312355736465634e+03,2.771221501950841684e+03,2.322045863941315929e+03,2.322046744819703235e+03,2.535423458135202054e+03,2.396858710004369641e+03
9.335357329442838248e-01,2.789119701347054161e+03,2.759189756056071474e+03,2.445045319503338305e+03,2.762655645077526060e+03,2.322045863941313655e+03,2.322047088865444493e+03,2.535085284162182688e+03,2.390719053660023746e+03
9.344697356006888000e-01,2.793466905715482881e+03,2.759183148274252744e+03,2.444778633924222959e+03,2.770059549635881467e+03,2.322045863941311836e+03,2.322046881777097951e+03,2.533977997288085589e+03,2.393721301630169819e+03
9.354046727269067496e-01,2.788324949903542347e+03,2.759176564186068390e+03,2.444512376758269966e+03,2.759644884665211066e+03,2.322045863941312746e+03,2.322046822581788547e+03,2.533540903551302108e+03,2.394134482575838319e+03
9.363405452578755783e-01,2.795496912685629923e+03,2.759170003716994415e+03,2.444246538872808742e+03,2.770067161076914090e+03,2.322045863941312291e+03,2.322047943947201475e+03,2.533490637602848437e+03,2.394307652103506371e+03
9.372773541294664446e-01,2.792176104198266330e+03,2.759163466792661893e+03,2.443981041293436647e+03,2.766675244273870248e+03,2.322045863941312291e+03,2.322047109334901052e+03,2.535082187283722305e+03,2.390339270958845191e+03
9.382151002784898663e-01,2.792364876385924617e+03,2.759156953338854692e+03,2.443715930088214009e+03,2.766188142802786842e+03,2.322045863941311381e+03,2.322046692707916918e+03,2.539379326263611347e+03,2.392418267262896279e+03
9.391537846426918357e-01,2.785923421430551571e+03,2.759150463281509928e+03,2.443451252574777754e+03,2.757679993102321532e+03,2.322045863941311381e+03,2.322047004489976189e+03,2.544869687860909835e+03,2.389031941892836130e+03
9.400934081607549286e-01,2.782682895273380836e+03,2.759143996546717972e+03,2.443187022148818869e+03,2.748541553463129276e+03,2.322045863941311836e+03,2.322047254913887173e+03,2.546537074427810694e+03,2.388079862986836815e+03
9.410339717723049668e-01,2.789828972146693559e+03,2.759137553060723803e+03,2.442923192862806900e+03,2.763436808067135189e+03,2.322045863941310472e+03,2.322046916001318095e+03,2.547752513796956009e+03,2.386808422990175586e+03
9.419754764179059103e-01,2.787845650437398490e+03,2.759131132749927474e+03,2.442659848940060328e+03,2.759213179692191716e+03,2.322045863941312291e+03,2.322046971628868960e+03,2.548861596896670108e+03,2.386705005331246866e+03
9.429179230390615229e-01,2.783888839362487033e+03,2.759124735540884103e+03,2.442396905971961587e+03,2.751222184812948854e+03,2.322045863941310472e+03,2.322046746907022680e+03,2.548856408587072110e+03,2.387342204857842717e+03
9.438613125782183699e-01,2.781119448186620957e+03,2.759118361360304789e+03,2.442134386545620146e+03,2.745000390376513224e+03,2.322045863941310017e+03,2.322047151219161151e+03,2.547976344983703711e+03,2.385200425347549753e+03
9.448056459787668171e-01,2.784044497463677999e+03,2.759112010135051605e+03,2.441872427562433131e+03,2.752453508212140150e+03,2.322045863941310472e+03,2.322047145342176464e+03,2.547718544478037074e+03,2.383527491997558627e+03
9.457509241850403647e-01,2.784568569635623135e+03,2.759105681792146697e+03,2.441610877158818312e+03,2.753250830719382520e+03,2.322045863941310017e+03,2.322046627733491732e+03,2.547268281814992406e+03,2.382261443896592937e+03
9.466971481423156476e-01,2.786403955010730442e+03,2.759099376258772281e+03,2.441349830039723201e+03,2.752725561868473505e+03,2.322045863941310472e+03,2.322046637983261462e+03,2.549364619287345249e+03,2.380608742559124494e+03
9.476443187968174309e-01,2.786255820972579841e+03,2.759093093462260185e+03,2.441089291027898525e+03,2.751204100009564172e+03,2.322045863941310017e+03,2.322046747319405767e+03,2.554477472122972813e+03,2.379437809382554860e+03
9.485924370957172780e-01,2.788051685712704057e+03,2.759086833330098671e+03,2.440829214336485165e+03,2.756358134427588084e+03,2.322045863941310017e+03,2.322046919119107770e+03,2.558333152001280723e+03,2.377646266082584134e+03
9.495415039871339946e-01,2.785195067176880002e+03,2.759080595789938343e+03,2.440569709772773422e+03,2.749173767264099752e+03,2.322045863941310017e+03,2.322046646869867800e+03,2.559895201583259222e+03,2.377164588363594703e+03
9.504915204201344059e-01,2.786917684238967013e+03,2.759074380769583513e+03,2.440310659397474410e+03,2.754979539865574679e+03,2.322045863958828704e+03,2.322046427260568635e+03,2.561004228798460190e+03,2.376319746387089253e+03
9.514424873447340225e-01,2.784067856198257687e+03,2.759068188196999017e+03,2.440052186262116720e+03,2.751072694817411048e+03,2.322045864933427310e+03,2.322046679573702477e+03,2.560212559594182949e+03,2.374471314296104083e+03
9.523944057118995943e-01,2.787500616641536453e+03,2.759062018000304306e+03,2.439794304319506864e+03,2.758307253820001279e+03,2.322045871423760673e+03,2.322046702080005161e+03,2.562017591069977698e+03,2.372249868900917136e+03
9.533472764735501093e-01,2.783128707205927185e+03,2.759055870107778901e+03,2.439537039521603219e+03,2.743857409098065091e+03,2.322047182217473164e+03,2.322046409843076162e+03,2.562108677538356915e+03,2.373030157076605065e+03
9.543011005825563497e-01,2.784243366980937935e+03,2.759049744447862395e+03,2.439280215559130738e+03,2.747962985635736004e+03,2.322047585440428065e+03,2.322046407490759066e+03,2.562656766072554547e+03,2.371704740598172521e+03
9.552558789927435567e-01,2.786642590197420304e+03,2.759043640949145811e+03,2.439023980409833712e+03,2.753023970358994575e+03,2.322047172870579743e+03,2.322046441833163954e+03,2.563190915131947804e+03,2.370966344872327682e+03
9.562116126588897647e-01,2.787378516896484598e+03,2.759037559540390703e+03,2.438768501476584333e+03,2.757913149329331645e+03,2.322046705347958778e+03,2.322046463492608837e+03,2.564716188214662907e+03,2.369852271393198862e+03
9.571683025367274666e-01,2.784911497973912446e+03,2.759031500150506872e+03,2.438513706043947423e+03,2.752617126515725431e+03,2.322046456843678698e+03,2.322046381164435843e+03,2.566339363225728903e+03,2.368645749185401655e+03
9.581259495829483885e-01,2.786962311675011279e+03,2.759025462708571013e+03,2.438259557497915011e+03,2.759387825374882141e+03,2.322046974201022749e+03,2.322046310046063354e+03,2.567775497825684852e+03,2.368039218214275024e+03
9.590845547552002692e-01,2.789237503253973955e+03,2.759019447143813068e+03,2.438005995056926622e+03,2.761036537167347433e+03,2.322048405765317511e+03,2.322046291555820972e+03,2.569559007071964970e+03,2.368502403828756087e+03
9.600441190120854174e-01,2.788162943272959183e+03,2.759013453385629873e+03,2.437752849000140941e+03,2.756792396841411573e+03,2.322048537848896103e+03,2.322046246009540482e+03,2.571552120295939858e+03,2.368107262614693809e+03
9.610046433131677057e-01,2.786324914917677233e+03,2.759007481363572424e+03,2.437500571004319681e+03,2.752011763027507186e+03,2.322047866167548364e+03,2.322046334164717791e+03,2.573148622106741186e+03,2.368568720539814421e+03
9.619661286189740146e-01,2.780864978465780951e+03,2.759001531007352696e+03,2.437248925055339441e+03,2.742756475547374976e+03,2.322049310636265091e+03,2.322046239691801929e+03,2.574576544494170321e+03,2.368999793763656726e+03
9.629285758909905679e-01,2.784722780707380480e+03,2.758995602246847284e+03,2.436997985466804039e+03,2.748411131708207904e+03,2.322049945016698530e+03,2.322046167103772859e+03,2.576901160801569404e+03,2.371255694236681848e+03
9.638919860916627114e-01,2.786224403655042352e+03,2.758989695012089214e+03,2.436747791438401691e+03,2.749936119003158637e+03,2.322050126841159909e+03,2.322046197379225305e+03,2.579491833863528427e+03,2.371888775747494492e+03
9.648563601844010185e-01,2.780218615095740461e+03,2.758983809233273405e+03,2.436498319671115496e+03,2.737089378654746270e+03,2.322048585066590476e+03,2.322046218924194363e+03,2.580418848667775819e+03,2.372997925210192079e+03
9.658216991335796253e-01,2.780977691235107159e+03,2.758977944840757573e+03,2.436249566265975318e+03,2.741466551009638806e+03,2.322051125491022958e+03,2.322046140630726313e+03,2.581549102120812677e+03,2.373986570078346631e+03
9.667880039045361196e-01,2.784857692549700005e+03,2.758972101765057232e+03,2.436001635713163978e+03,2.749676811221177559e+03,2.322048651987432095e+03,2.322046140607711550e+03,2.583659298438301448e+03,2.375288197072894036e+03
9.677552754635755372e-01,2.769047751903458447e+03,2.758966279936852516e+03,2.435754444171639534e+03,2.717022999060628536e+03,2.322050191979320516e+03,2.322046105963749596e+03,2.583995311993533960e+03,2.380598271887010014e+03
9.687235147779708067e-01,2.778728180415751012e+03,2.758960479286982263e+03,2.435508077128911282e+03,2.735352915227820176e+03,2.322051757460267254e+03,2.322046094198079572e+03,2.586728412850427503e+03,2.381772391010637875e+03
9.696927228159630818e-01,2.776063176737863159e+03,2.758954699746446749e+03,2.435262457600786547e+03,2.735584428499282694e+03,2.322048148097711874e+03,2.322046066523719674e+03,2.594396130063821147e+03,2.384914318961918070e+03
9.706629005467596327e-01,2.771166115745999377e+03,2.758948941246412232e+03,2.435017668004505140e+03,2.718527879930994914e+03,2.322049552255488834e+03,2.322046094698881006e+03,2.591393886676778948e+03,2.391430782139419534e+03
9.716340489405362879e-01,2.773016415046509792e+03,2.758943203718201403e+03,2.434773877940754119e+03,2.727079908947692729e+03,2.322050938652676450e+03,2.322046038401248552e+03,2.590019794782136614e+03,2.397699872314612094e+03
9.726061689684447620e-01,2.774993793776845905e+03,2.758937487093306117e+03,2.434530938571649585e+03,2.733363678687022912e+03,2.322047981950821850e+03,2.322046027079925352e+03,2.589994755225836798e+03,2.397282126056058587e+03
9.735792616026035518e-01,2.778449851703711374e+03,2.758931791303370119e+03,2.434288844818882353e+03,2.731888417928527815e+03,2.322047969804274089e+03,2.322046017900025618e+03,2.590824960179598747e+03,2.403826499281243287e+03
9.745533278161035984e-01,2.773124425422295189e+03,2.758926116280209044e+03,2.434047636514156693e+03,2.725157616172035887e+03,2.322047927943144714e+03,2.322046000882582575e+03,2.592994428920213977e+03,2.413442102124110534e+03
9.755283685830127283e-01,2.774860348217682258e+03,2.758920461955796782e+03,2.433807224234906698e+03,2.730546394142583267e+03,2.322047496501523256e+03,2.322045997362891285e+03,2.594100997898764490e+03,2.423541785381793488e+03
9.765043848783712122e-01,2.778486775521484560e+03,2.758914828262270930e+03,2.433567854084050396e+03,2.738945899087806993e+03,2.322047836204031228e+03,2.322045984886067345e+03,2.596905076471808570e+03,2.424939674152826228e+03
9.774813776781957619e-01,2.771438048256485217e+03,2.758909215131928249e+03,2.433329413351355925e+03,2.717521943231984096e+03,2.322048004321242843e+03,2.322045974061197740e+03,2.599811581785149428e+03,2.453360072317611866e+03
9.784593479594799748e-01,2.773871936592503971e+03,2.758903622497234664e+03,2.433092013570872041e+03,2.723050396900763644e+03,2.322047651614191636e+03,2.322046405467522163e+03,2.602080391000927193e+03,2.443976584319505037e+03
9.794382967001936668e-01,2.774349408726690399e+03,2.758898050290812989e+03,2.432855603868120852e+03,2.725424900539493137e+03,2.322047285982880112e+03,2.322046218308211337e+03,2.604240089805647131e+03,2.450122663427706811e+03
9.804182248792859822e-01,2.772657823113424911e+03,2.758892498445452929e+03,2.432620203839305304e+03,2.720882771216537094e+03,2.322048384992702267e+03,2.322046161674347786e+03,2.606724532601218925e+03,2.445251263220377496e+03
9.813991334766843933e-01,2.771291874817551616e+03,2.758886966894104262e+03,2.432385947677405966e+03,2.720179735439088290e+03,2.322046807012850422e+03,2.322046105562561479e+03,2.607337061369255935e+03,2.447876425351612397e+03
9.823810234732976987e-01,2.772906793790975371e+03,2.758881455569883656e+03,2.432152737924996018e+03,2.723907822517510340e+03,2.322046691775720319e+03,2.322046329661286109e+03,2.608119862578315406e+03,2.449062959005485027e+03
9.833638958510171335e-01,2.770934391369685727e+03,2.758875964406067851e+03,2.431920624769419646e+03,2.717945672210791599e+03,2.322047751910695297e+03,2.322046188537596208e+03,2.609431275126436958e+03,2.454852348190503108e+03
9.843477515927150368e-01,2.769828603158379337e+03,2.758870493336097297e+03,2.431689673474131723e+03,2.713249266915291173e+03,2.322046655020352318e+03,2.322046232152337780e+03,2.609340030255687907e+03,2.447113288771820407e+03
9.853325916822466279e-01,2.771961242111738102e+03,2.758865042293577062e+03,2.431459930318979787e+03,2.718194425919683454e+03,2.322046555719782646e+03,2.322046197699371078e+03,2.610827216545931606e+03,2.452341833510305150e+03
9.863184171044501181e-01,2.768332832392999990e+03,2.758859611212274558e+03,2.431231291272066301e+03,2.711684305665614829e+03,2.322046720954618195e+03,2.322046158310809915e+03,2.612830282471865303e+03,2.454678941037403092e+03
9.873052288451529268e-01,2.771858454704027281e+03,2.758854200026119997e+03,2.431003996905458280e+03,2.717096132368184044e+03,2.322046631015155072e+03,2.322046316224550083e+03,2.613692620895008986e+03,2.452581100786585466e+03
9.882930278911681299e-01,2.767507438408984399e+03,2.758848808669209120e+03,2.430777916494445435e+03,2.706344281822967332e+03,2.322046407471069870e+03,2.322046537507999346e+03,2.611628836109456643e+03,2.458024091575279726e+03
9.892818152302929047e-01,2.768980158809727072e+03,2.758843437075801830e+03,2.430553481345030832e+03,2.706530645091399037e+03,2.322046373071643302e+03,2.322046384690478590e+03,2.613414970757374249e+03,2.457418663907894825e+03
9.902715918513149695e-01,2.769650124437410796e+03,2.758838085180320377e+03,2.430330764330693000e+03,2.707434034747416263e+03,2.322046502146527018e+03,2.322046228151155901e+03,2.611414880676610665e+03,2.458095772116670105e+03
9.912623587440109185e-01,2.767225513635540665e+03,2.758832752917347534e+03,2.430108587495569736e+03,2.706604649910291755e+03,2.322046260431206520e+03,2.322046282859953408e+03,2.609837947998789787e+03,2.457398366167552467e+03
9.922541168991474425e-01,2.766624676287103284e+03,2.758827440221634788e+03,2.429887866359420059e+03,2.700194191473099636e+03,2.322046215546177336e+03,2.322046326133738148e+03,2.612584847633251684e+03,2.468210266760206196e+03
9.932468673084841049e-01,2.769830513848291503e+03,2.758822147028096879e+03,2.429668452666384383e+03,2.715074780534469937e+03,2.322046230783741066e+03,2.322046284966007988e+03,2.623026134070240914e+03,2.455147983388941157e+03
9.942406109647715651e-01,2.765667733414140912e+03,2.758816873271807253e+03,2.429450669548726182e+03,2.696444400270723236e+03,2.322046206502333462e+03,2.322046193628629226e+03,2.631968090838893204e+03,2.451133345648872819e+03
9.952353488617529109e-01,2.768925883518571027e+03,2.758811618888010344e+03,2.429234201904275324e+03,2.699285487748133619e+03,2.322046138783261995e+03,2.322046151060501415e+03,2.658223885086359132e+03,2.450103063520230990e+03
9.962310819941662121e-01,2.767241610686142394e+03,2.758806383812111108e+03,2.429019224794620641e+03,2.695295613493936798e+03,2.322046415235433869e+03,2.322046341498517904e+03,2.660223417259720009e+03,2.451934520150108710e+03
9.972278113577440761e-01,2.765550031294513246e+03,2.758801167979674119e+03,2.428806078685203829e+03,2.702348747471469324e+03,2.322046007939178253e+03,2.322046366850245704e+03,2.637853970678629594e+03,2.458251744564814544e+03
9.982255379492166458e-01,2.764491785520383473e+03,2.758795971326437211e+03,2.428594160883639688e+03,2.686177603460646424e+03,2.322046040152417390e+03,2.322046283546314044e+03,2.630071273027121606e+03,2.467435313252486594e+03
9.992242627663093790e-01,2.764975082104945614e+03,2.758790793788293286e+03,2.428383846350437125e+03,2.691260647872425579e+03,2.322046117497564410e+03,2.322046336572035671e+03,2.627302894971598562e+03,2.467441069283657725e+03
1.000223986807747600e+00,2.765035702805841538e+03,2.758785635301301227e+03,2.458260253882845063e+03,2.689352209148414204e+03,2.322046046718365233e+03,2.322046217282604630e+03,2.628682308572951115e+03,2.471757822000600754e+03
1.001224711073256834e+00,2.764378234959322072e+03,2.758780495801689085e+03,2.458652161287165654e+03,2.685426641007610669e+03,2.322045972074236033e+03,2.322046273437507807e+03,2.632975896543832278e+03,2.469001692430122148e+03
1.002226436563560474e+00,2.768118834320402129e+03,2.758775375225843163e+03,2.459052874730073199e+03,2.696940451686448341e+03,2.322045963667628257e+03,2.322046206704459109e+03,2.635961518797234930e+03,2.471550769441896591e+03
1.003229164280384333e+00,2.763445806219514907e+03,2.758770273510314382e+03,2.459459791857827895e+03,2.683882806607318344e+03,2.322045960912028931e+03,2.322046177766682831e+03,2.640982219984431140e+03,2.467799259623149283e+03
1.004232895226455646e+00,2.764962136260624447e+03,2.758765190591820101e+03,2.459874355715601723e+03,2.676152864415309068e+03,2.322045945468530135e+03,2.322046225970940213e+03,2.649689967923228323e+03,2.475410617618233118e+03
1.005237630405505511e+00,2.765567398464178495e+03,2.758760126407236839e+03,2.460294900621549004e+03,2.678719208940965927e+03,2.322045920812002805e+03,2.322046171040403806e+03,2.655272217394900053e+03,2.482129103640213998e+03
1.006243370822269556e+00,2.764440812576022836e+03,2.758755080893611648e+03,2.460721940638213709e+03,2.674949808962975112e+03,2.322045910032034953e+03,2.322046137107225150e+03,2.656039126275891249e+03,2.489059716361921346e+03
1.007250117482488161e+00,2.764497251046424935e+03,2.758750053988146647e+03,2.461153411904128006e+03,2.669938688219920550e+03,2.322045911401123703e+03,2.322046240069078067e+03,2.652249559070977739e+03,2.493407351798950003e+03
1.008257871392907568e+00,2.765092336144516139e+03,2.758745045628216758e+03,2.461595068693209214e+03,2.675194707701999505e+03,2.322045904497448646e+03,2.322046127855932355e+03,2.649627957236522434e+03,2.499950597394622491e+03
1.009266633561284099e+00,2.765490536194812648e+03,2.758740055751355612e+03,2.462038877015200796e+03,2.672722357032535911e+03,2.322045944572387270e+03,2.322046182285800569e+03,2.642661190723782511e+03,2.506907094047044211e+03
1.010276404996379718e+00,2.763371760643725338e+03,2.758735084295258730e+03,2.462486961215529846e+03,2.663207004710872297e+03,2.322045889397061728e+03,2.322046114238174596e+03,2.636035342976591437e+03,2.515032815447148550e+03
1.011287186707962693e+00,2.762407096610822009e+03,2.758730131197791252e+03,2.462934969060110689e+03,2.661780453686972123e+03,2.322045884184205988e+03,2.322046115222020489e+03,2.628321173242215082e+03,2.518110449278727629e+03
1.012298979706815372e+00,2.762957539686744440e+03,2.758725196396974297e+03,2.463394371049124402e+03,2.662407704141858176e+03,2.322045896676332177e+03,2.322046172937801202e+03,2.623219270044903169e+03,2.528115823232624280e+03
1.013311785004731735e+00,2.762346356445647871e+03,2.758720279831000425e+03,2.463852065716373545e+03,2.658731701834746673e+03,2.322045890333616171e+03,2.322046092661898911e+03,2.626400867823904719e+03,2.530288365795746358e+03
1.014325603614517624e+00,2.764624146043717246e+03,2.758715381438218174e+03,2.464316018822635669e+03,2.665358678982182937e+03,2.322045881246733643e+03,2.322046101601970349e+03,2.645417427915168446e+03,2.539940536555114249e+03
1.015340436549991621e+00,2.763439527135074059e+03,2.758710501157145245e+03,2.464779448582615260e+03,2.654978364353747111e+03,2.322045875644274474e+03,2.322046109462014101e+03,2.642120428676089432e+03,2.549382845609357446e+03
