panel,sweep,level,species,point_index,x,value
b,temperature_melt,base,H2O,15,3499.8949671574783,-1.6484261329446035
b,temperature_melt,base,H2O,16,3600.114579469465,-1.7096266167915957
b,temperature_melt,base,H2O,17,3699.8376774227454,-1.7606602471435835
b,temperature_melt,base,H2O,18,3800.0572897347324,-1.801527024000567
b,temperature_melt,base,H2O,19,3899.7803876880134,-1.834619143681934
b,temperature_melt,base,H2O,20,4000.0,-1.8601359588579296
b,temperature_melt,base,CO,0,2000.0,-3.304427565291218
b,temperature_melt,base,CO,1,2100.2196123119866,-3.148735125245624
b,temperature_melt,base,CO,2,2199.9809032262056,-2.9573590114256687
b,temperature_melt,base,CO,3,2300.200515538192,-2.755816039007348
b,temperature_melt,base,CO,4,2399.9236125137204,-2.607698903467127
b,temperature_melt,base,CO,5,2500.1432248257074,-2.579789886868383
b,temperature_melt,base,CO,6,2599.866322778988,-2.658732533819115
b,temperature_melt,base,CO,7,2700.085935090975,-2.7863166096990843
b,temperature_melt,base,CO,8,2799.8090330442556,-2.926659093167051
b,temperature_melt,base,CO,9,2900.028645356242,-3.056834723140014
b,temperature_melt,base,CO,10,3000.248257668229,-3.1794350435042418
b,temperature_melt,base,CO,11,3099.9713546437574,-3.2890776087135905
b,temperature_melt,base,CO,12,3200.1909669557444,-3.383569564912193
b,temperature_melt,base,CO,13,3299.952257869963,-3.4651037659559165
b,temperature_melt,base,CO,14,3400.17187018195,-3.534078901875164
b,temperature_melt,base,CO,15,3499.8949671574783,-3.592687841835888
b,temperature_melt,base,CO,16,3600.114579469465,-3.6361461625791396
b,temperature_melt,base,CO,17,3699.8376774227454,-3.671829836353499
b,temperature_melt,base,CO,18,3800.0572897347324,-3.6999382005191244
b,temperature_melt,base,CO,19,3899.7803876880134,-3.717680363622864
b,temperature_melt,base,CO,20,4000.0,-3.730438771210861
b,temperature_melt,base,CO2,0,2000.0,-1.9494448119739083
b,temperature_melt,base,CO2,1,2100.2196123119866,-2.1332456212884896
b,temperature_melt,base,CO2,2,2199.9809032262056,-2.2454797354874687
b,temperature_melt,base,CO2,3,2300.200515538192,-2.3168470830361896
b,temperature_melt,base,CO2,4,2399.9236125137204,-2.4163227896471717
b,temperature_melt,base,CO2,5,2500.1432248257074,-2.61288200654975
b,temperature_melt,base,CO2,6,2599.866322778988,-2.8961585224753152
b,temperature_melt,base,CO2,7,2700.085935090975,-3.2125271631856087
b,temperature_melt,base,CO2,8,2799.8090330442556,-3.521320494287167
b,temperature_melt,base,CO2,9,2900.028645356242,-3.8121723198214665
b,temperature_melt,base,CO2,10,3000.248257668229,-4.07491577608678
b,temperature_melt,base,CO2,11,3099.9713546437574,-4.31234176474298
b,temperature_melt,base,CO2,12,3200.1909669557444,-4.521460041666673
b,temperature_melt,base,CO2,13,3299.952257869963,-4.705260850981254
b,temperature_melt,base,CO2,14,3400.17187018195,-4.860953291026849
b,temperature_melt,base,CO2,15,3499.8949671574783,-4.991128920999812
b,temperature_melt,base,CO2,16,3600.114579469465,-5.100771486209162
b,temperature_melt,base,CO2,17,3699.8376774227454,-5.187488790335509
b,temperature_melt,base,CO2,18,3800.0572897347324,-5.256463926254755
b,temperature_melt,base,CO2,19,3899.7803876880134,-5.3074975566067435
b,temperature_melt,base,CO2,20,4000.0,-5.345772779370734
b,temperature_melt,base,CH4,0,2000.0,-6.402129060184852
b,temperature_melt,base,CH4,1,2100.2196123119866,-5.2947391490187465
b,temperature_melt,base,CH4,2,2199.9809032262056,-4.309750215753349
b,temperature_melt,base,CH4,3,2300.200515538192,-3.460120010440175
b,temperature_melt,base,CH4,4,2399.9236125137204,-2.796682815864332
b,temperature_melt,base,CH4,5,2500.1432248257074,-2.3603054037794413
b,temperature_melt,base,CH4,6,2599.866322778988,-2.1153041106178687
b,temperature_melt,base,CH4,7,2700.085935090975,-1.9749616271499022
b,temperature_melt,base,CH4,8,2799.8090330442556,-1.8908358771165474
b,temperature_melt,base,CH4,9,2900.028645356242,-1.834619143681934
b,temperature_melt,base,CH4,10,3000.248257668229,-1.791160817835319
b,temperature_melt,base,CH4,11,3099.9713546437574,-1.7580686981539522
b,temperature_melt,base,CH4,12,3200.1909669557444,-1.73255188297796
b,temperature_melt,base,CH4,13,3299.952257869963,-1.7070350678019643
b,temperature_melt,base,CH4,14,3400.17187018195,-1.6867013557085961
b,temperature_melt,base,CH4,15,3499.8949671574783,-1.6687598450379753
b,temperature_melt,base,CH4,16,3600.114579469465,-1.6508183343673526
b,temperature_melt,base,CH4,17,3699.8376774227454,-1.6356677253566083
b,temperature_melt,base,CH4,18,3800.0572897347324,-1.620317763675617
b,temperature_melt,base,CH4,19,3899.7803876880134,-1.6049678070979905
b,temperature_melt,base,CH4,20,4000.0,-1.5922093995099935
b,temperature_melt,base,N2,0,2000.0,-2.901142277991058
b,temperature_melt,base,N2,1,2100.2196123119866,-2.8706417072993204
b,temperature_melt,base,N2,2,2199.9809032262056,-2.847716446216319
b,temperature_melt,base,N2,3,2300.200515538192,-2.875625462815064
b,temperature_melt,base,N2,4,2399.9236125137204,-2.9828758266016635
b,temperature_melt,base,N2,5,2500.1432248257074,-3.16149353283362
b,temperature_melt,base,N2,6,2599.866322778988,-3.3809780108192005
b,temperature_melt,base,N2,7,2700.085935090975,-3.618204657011881
b,temperature_melt,base,N2,8,2799.8090330442556,-3.8580228470908304
b,temperature_melt,base,N2,9,2900.028645356242,-4.095448835747031
b,temperature_melt,base,N2,10,3000.248257668229,-4.330083927846719
b,temperature_melt,base,N2,11,3099.9713546437574,-4.557343063007915
b,temperature_melt,base,N2,12,3200.1909669557444,-4.7792197475196065
b,temperature_melt,base,N2,13,3299.952257869963,-4.996112676515555
b,temperature_melt,base,N2,14,3400.17187018195,-5.208021849995761
b,temperature_melt,base,N2,15,3499.8949671574783,-5.414548572826462
b,temperature_melt,base,N2,16,3600.114579469465,-5.618683094234413
b,temperature_melt,base,N2,17,3699.8376774227454,-5.817833860126623
b,temperature_melt,base,N2,18,3800.0572897347324,-6.01419372946232
b,temperature_melt,base,N2,19,3899.7803876880134,-6.203177641859525
b,temperature_melt,base,N2,20,4000.0,-6.389370652596856
b,temperature_melt,base,NH3,0,2000.0,-5.539740447283682
b,temperature_melt,base,NH3,1,2100.2196123119866,-5.0650878124348
b,temperature_melt,base,NH3,2,2199.9809032262056,-4.684927138887884
b,temperature_melt,base,NH3,3,2300.200515538192,-4.417000579539948
b,temperature_melt,base,NH3,4,2399.9236125137204,-4.2688834439997265
b,temperature_melt,base,NH3,5,2500.1432248257074,-4.220441362637369
b,temperature_melt,base,NH3,6,2599.866322778988,-4.238382873307991
b,temperature_melt,base,NH3,7,2700.085935090975,-4.296991808165352
b,temperature_melt,base,NH3,8,2799.8090330442556,-4.376133802682965
b,temperature_melt,base,NH3,9,2900.028645356242,-4.470426411314685
b,temperature_melt,base,NH3,10,3000.248257668229,-4.572493672018662
b,temperature_melt,base,NH3,11,3099.9713546437574,-4.6745609327226365
b,temperature_melt,base,NH3,12,3200.1909669557444,-4.7792197475196065
b,temperature_melt,base,NH3,13,3299.952257869963,-4.881287008223581
b,temperature_melt,base,NH3,14,3400.17187018195,-4.985945817917187
b,temperature_melt,base,NH3,15,3499.8949671574783,-5.088013078621164
b,temperature_melt,base,NH3,16,3600.114579469465,-5.187488790335509
b,temperature_melt,base,NH3,17,3699.8376774227454,-5.286964496946492
b,temperature_melt,base,NH3,18,3800.0572897347324,-5.384048002134725
b,temperature_melt,base,NH3,19,3899.7803876880134,-5.4783406107664465
b,temperature_melt,base,NH3,20,4000.0,-5.572832566965049
b,temperature_melt,radius,radius,0,2000.0,1.489827163424241
b,temperature_melt,radius,radius,1,2100.2196123119866,1.4954289020110143
b,temperature_melt,radius,radius,2,2199.9809032262056,1.5041006319133128
b,temperature_melt,radius,radius,3,2300.200515538192,1.5178956601178344
b,temperature_melt,radius,radius,4,2399.9236125137204,1.5385483324009046
b,temperature_melt,radius,radius,5,2500.1432248257074,1.568151825262597
b,temperature_melt,radius,radius,6,2599.866322778988,1.6066862029255509
b,temperature_melt,radius,radius,7,2700.085935090975,1.6531347805506025
b,temperature_melt,radius,radius,8,2799.8090330442556,1.7046667864541647
b,temperature_melt,radius,radius,9,2900.028645356242,1.7569762575649523
b,temperature_melt,radius,radius,10,3000.248257668229,1.8075115123653658
b,temperature_melt,radius,radius,11,3099.9713546437574,1.85368099982443
b,temperature_melt,radius,radius,12,3200.1909669557444,1.8950262144142827
b,temperature_melt,radius,radius,13,3299.952257869963,1.9315072861112115
b,temperature_melt,radius,radius,14,3400.17187018195,1.9639216153894663
b,temperature_melt,radius,radius,15,3499.8949671574783,1.9922492669820226
b,temperature_melt,radius,radius,16,3600.114579469465,2.0172477723600903
b,temperature_melt,radius,radius,17,3699.8376774227454,2.0394553750576114
b,temperature_melt,radius,radius,18,3800.0572897347324,2.0596096722994437
b,temperature_melt,radius,radius,19,3899.7803876880134,2.078228973373177
b,temperature_melt,radius,radius,20,4000.0,2.0960907439963723
c,oxygen_fugacity,surface,H2,0,-10.0,-0.47465263484888176
c,oxygen_fugacity,surface,H2,1,-9.000095483868973,-0.30620178211192695
c,oxygen_fugacity,surface,H2,2,-8.000381937431397,-0.1887845648303248
c,oxygen_fugacity,surface,H2,3,-7.00066838610506,-0.12499252689034002
c,oxygen_fugacity,surface,H2,4,-6.000954834778723,-0.10206726070397565
c,oxygen_fugacity,surface,H2,5,-4.998758711658855,-0.11223411930234306
c,oxygen_fugacity,surface,H2,6,-3.999045165221279,-0.16326774965433088
c,oxygen_fugacity,surface,H2,7,-2.9991406490902515,-0.30101868413266963
c,oxygen_fugacity,surface,H2,8,-1.9994271026526764,-0.5741283414598648
c,oxygen_fugacity,surface,H2,9,-0.9997135513263373,-0.9670474276981409
c,oxygen_fugacity,surface,H2,10,0.0,-1.431533203948657
c,oxygen_fugacity,surface,O2,0,-5.60011458142497,-10.0
c,oxygen_fugacity,surface,O2,1,-4.998758711658855,-9.400354843364141
c,oxygen_fugacity,surface,O2,2,-3.999045165221279,-8.400015948417755
c,oxygen_fugacity,surface,O2,3,-2.9991406490902515,-7.399876401038247
c,oxygen_fugacity,surface,O2,4,-1.9994271026526764,-6.399537511195223
c,oxygen_fugacity,surface,O2,5,-0.9997135513263373,-5.399397963815716
c,oxygen_fugacity,surface,O2,6,0.0,-4.399059068869327
c,oxygen_fugacity,surface,H2O,0,-10.0,-4.07252357466403
c,oxygen_fugacity,surface,H2O,1,-9.000095483868973,-3.4064948259951944
c,oxygen_fugacity,surface,H2O,2,-8.000381937431397,-2.788908163792078
c,oxygen_fugacity,surface,H2O,3,-7.00066838610506,-2.2249466758272174
c,oxygen_fugacity,surface,H2O,4,-6.000954834778723,-1.7018519647193422
c,oxygen_fugacity,surface,H2O,5,-4.998758711658855,-1.209457171870083
c,oxygen_fugacity,surface,H2O,6,-3.999045165221279,-0.7629129062901896
c,oxygen_fugacity,surface,H2O,7,-2.9991406490902515,-0.4004943907436491
c,oxygen_fugacity,surface,H2O,8,-1.9994271026526764,-0.1734346082526983
c,oxygen_fugacity,surface,H2O,9,-0.9997135513263373,-0.06638359203297917
c,oxygen_fugacity,surface,H2O,10,0.0,-0.030500570691737394
c,oxygen_fugacity,surface,CO,0,-10.0,-2.1790961485578535
c,oxygen_fugacity,surface,CO,1,0.0,-2.1790961485578535
c,oxygen_fugacity,surface,CO2,0,-10.0,-6.74401451607114
c,oxygen_fugacity,surface,CO2,1,-9.000095483868973,-6.243845066046266
c,oxygen_fugacity,surface,CO2,2,-8.000381937431397,-5.7438749686916335
c,oxygen_fugacity,surface,CO2,3,-6.000954834778723,-4.743536073745246
c,oxygen_fugacity,surface,CO2,4,-4.998758711658855,-4.243366628823733
c,oxygen_fugacity,surface,CO2,5,-3.999045165221279,-3.7431971787988587
c,oxygen_fugacity,surface,CO2,6,-2.9991406490902515,-3.2432270814442266
c,oxygen_fugacity,surface,CO2,7,0.0,-1.7427187415763257
c,oxygen_fugacity,surface,CH4,0,-10.0,-0.22705978759431567
c,oxygen_fugacity,surface,CH4,1,-9.000095483868973,-0.3929190862382761
c,oxygen_fugacity,surface,CH4,2,-8.000381937431397,-0.65566254250359
c,oxygen_fugacity,surface,CH4,3,-7.00066838610506,-1.0282479166484944
c,oxygen_fugacity,surface,CH4,4,-6.000954834778723,-1.482566834300643
c,oxygen_fugacity,surface,CH4,5,-4.998758711658855,-2.000478442325896
c,oxygen_fugacity,surface,CH4,6,-3.999045165221279,-2.605306702044378
c,oxygen_fugacity,surface,CH4,7,-2.9991406490902515,-3.383569564912193
c,oxygen_fugacity,surface,CH4,8,-1.9994271026526764,-4.424575884045321
c,oxygen_fugacity,surface,CH4,9,-0.9997135513263373,-5.713175050433016
c,oxygen_fugacity,surface,CH4,10,0.0,-7.1421167002886765
c,oxygen_fugacity,surface,N2,0,-7.853719090145564,-10.0
c,oxygen_fugacity,surface,N2,1,-7.00066838610506,-8.81605964330591
c,oxygen_fugacity,surface,N2,2,-6.000954834778723,-7.425393216214241
c,oxygen_fugacity,surface,N2,3,-4.998758711658855,-6.037318343215564
c,oxygen_fugacity,surface,N2,4,-3.999045165221279,-4.6618025251346396
c,oxygen_fugacity,surface,N2,5,-2.9991406490902515,-3.521320494287167
c,oxygen_fugacity,surface,N2,6,-1.9994271026526764,-3.0670015766350183
c,oxygen_fugacity,surface,N2,7,-0.9997135513263373,-2.9649343159310426
c,oxygen_fugacity,surface,N2,8,0.0,-2.9446006038376717
c,oxygen_fugacity,surface,NH3,0,-10.0,-7.9510794814151105
c,oxygen_fugacity,surface,NH3,1,-9.000095483868973,-7.004365765810341
c,oxygen_fugacity,surface,NH3,2,-8.000381937431397,-6.131610951847286
c,oxygen_fugacity,surface,NH3,3,-7.00066838610506,-5.340589681391473
c,oxygen_fugacity,surface,NH3,4,-6.000954834778723,-4.613360448875645
c,oxygen_fugacity,surface,NH3,5,-4.998758711658855,-3.932181091196063
c,oxygen_fugacity,surface,NH3,6,-3.999045165221279,-3.3221697283949583
c,oxygen_fugacity,surface,NH3,7,-2.9991406490902515,-2.9599505604153
c,oxygen_fugacity,surface,NH3,8,-1.9994271026526764,-3.14115982074025
c,oxygen_fugacity,surface,NH3,9,-0.9997135513263373,-3.679405140858872
c,oxygen_fugacity,surface,NH3,10,0.0,-4.36835915061071
c,oxygen_fugacity,base,H2,0,-10.0,-0.47704483627163086
c,oxygen_fugacity,base,H2,1,-9.000095483868973,-0.3111855376276704
c,oxygen_fugacity,base,H2,2,-8.000381937431397,-0.19396766791294873
c,oxygen_fugacity,base,H2,3,-7.00066838610506,-0.12758407587996956
c,oxygen_fugacity,base,H2,4,-6.000954834778723,-0.10465881479697003
c,oxygen_fugacity,base,H2,5,-4.998758711658855,-0.1148256682919726
c,oxygen_fugacity,base,H2,6,-3.999045165221279,-0.16845085273695481
c,oxygen_fugacity,base,H2,7,-2.9991406490902515,-0.30620178211192695
c,oxygen_fugacity,base,H2,8,-1.9994271026526764,-0.5791120969756083
c,oxygen_fugacity,base,H2,9,-0.9997135513263373,-0.9873811397915109
c,oxygen_fugacity,base,H2,10,0.0,-1.5054920953836444
c,oxygen_fugacity,base,H2O,0,-10.0,-2.9037338320840504
c,oxygen_fugacity,base,H2O,1,-9.000095483868973,-2.444431158916159
c,oxygen_fugacity,base,H2O,2,-8.000381937431397,-2.1715208440524805
c,oxygen_fugacity,base,H2O,3,-7.00066838610506,-1.921336447808283
c,oxygen_fugacity,base,H2O,4,-6.000954834778723,-1.5794509919219948
c,oxygen_fugacity,base,H2O,5,-4.998758711658855,-1.1636066446007192
c,oxygen_fugacity,base,H2O,6,-3.999045165221279,-0.7425791941968178
c,oxygen_fugacity,base,H2O,7,-2.9991406490902515,-0.39551063522790564
c,oxygen_fugacity,base,H2O,8,-1.9994271026526764,-0.16845085273695481
c,oxygen_fugacity,base,H2O,9,-0.9997135513263373,-0.06379203793998478
c,oxygen_fugacity,base,H2O,10,0.0,-0.028108369268988298
c,oxygen_fugacity,base,CO,0,-10.0,-2.263221898591209
c,oxygen_fugacity,base,CO,1,-9.000095483868973,-2.462372664483418
c,oxygen_fugacity,base,CO,2,-8.000381937431397,-2.7990750172870813
c,oxygen_fugacity,base,CO,3,-7.00066838610506,-3.1002930438832665
c,oxygen_fugacity,base,CO,4,-6.000954834778723,-3.2328608752789787
c,oxygen_fugacity,base,CO,5,-4.998758711658855,-3.1794350435042418
c,oxygen_fugacity,base,CO,6,-3.999045165221279,-2.9216753376513083
c,oxygen_fugacity,base,CO,7,-2.9991406490902515,-2.630823517220371
c,oxygen_fugacity,base,CO,8,-1.9994271026526764,-2.750632941028087
c,oxygen_fugacity,base,CO,9,-0.9997135513263373,-3.0211510493656535
c,oxygen_fugacity,base,CO,10,0.0,-3.2482108369599683
c,oxygen_fugacity,base,CO2,0,-10.0,-4.5368100033476635
c,oxygen_fugacity,base,CO2,1,-9.000095483868973,-4.442517394715942
c,oxygen_fugacity,base,CO2,2,-8.000381937431397,-4.623527302370649
c,oxygen_fugacity,base,CO2,3,-7.00066838610506,-4.740944524755615
c,oxygen_fugacity,base,CO2,4,-6.000954834778723,-4.554751508914921
c,oxygen_fugacity,base,CO2,5,-4.998758711658855,-4.07491577608678
c,oxygen_fugacity,base,CO2,6,-3.999045165221279,-3.345294342148202
c,oxygen_fugacity,base,CO2,7,-2.9991406490902515,-2.567031479280386
c,oxygen_fugacity,base,CO2,8,-1.9994271026526764,-2.1866714530632265
c,oxygen_fugacity,base,CO2,9,-0.9997135513263373,-1.9442617088912844
c,oxygen_fugacity,base,CO2,10,0.0,-1.6177262146859857
c,oxygen_fugacity,base,CH4,0,-10.0,-0.22446823860468612
c,oxygen_fugacity,base,CH4,1,-9.000095483868973,-0.38534378173290307
c,oxygen_fugacity,base,CH4,2,-8.000381937431397,-0.640511933492844
c,oxygen_fugacity,base,CH4,3,-7.00066838610506,-0.9951557918637661
c,oxygen_fugacity,base,CH4,4,-6.000954834778723,-1.4034248346796687
c,oxygen_fugacity,base,CH4,5,-4.998758711658855,-1.791160817835319
c,oxygen_fugacity,base,CH4,6,-3.999045165221279,-2.1127125616282383
c,oxygen_fugacity,base,CH4,7,-2.9991406490902515,-2.587365191373757
c,oxygen_fugacity,base,CH4,8,-1.9994271026526764,-3.753563384964105
c,oxygen_fugacity,base,CH4,9,-0.9997135513263373,-5.355939637969101
c,oxygen_fugacity,base,CH4,10,0.0,-7.170225064454302
c,oxygen_fugacity,base,N2,0,-9.992552279730647,-10.0
c,oxygen_fugacity,base,N2,1,-9.000095483868973,-8.637441937073953
c,oxygen_fugacity,base,N2,2,-8.000381937431397,-7.323325955510265
c,oxygen_fugacity,base,N2,3,-7.00066838610506,-6.14177780534229
c,oxygen_fugacity,base,N2,4,-6.000954834778723,-5.151805116561149
c,oxygen_fugacity,base,N2,5,-4.998758711658855,-4.330083927846719
c,oxygen_fugacity,base,N2,6,-3.999045165221279,-3.6233877549911417
c,oxygen_fugacity,base,N2,7,-2.9991406490902515,-3.0849430873056383
c,oxygen_fugacity,base,N2,8,-1.9994271026526764,-2.9190837886616787
c,oxygen_fugacity,base,N2,9,-0.9997135513263373,-2.926659093167051
c,oxygen_fugacity,base,N2,10,0.0,-2.9370252993322987
c,oxygen_fugacity,base,NH3,0,-10.0,-7.956063236930854
c,oxygen_fugacity,base,NH3,1,-9.000095483868973,-7.022107928914081
c,oxygen_fugacity,base,NH3,2,-8.000381937431397,-6.185236131188905
c,oxygen_fugacity,base,NH3,3,-7.00066838610506,-5.498873670426698
c,oxygen_fugacity,base,NH3,4,-6.000954834778723,-4.970595861339561
c,oxygen_fugacity,base,NH3,5,-4.998758711658855,-4.572493672018662
c,oxygen_fugacity,base,NH3,6,-3.999045165221279,-4.296991808165352
c,oxygen_fugacity,base,NH3,7,-2.9991406490902515,-4.235791319214997
c,oxygen_fugacity,base,NH3,8,-1.9994271026526764,-4.564918367513288
c,oxygen_fugacity,base,NH3,9,-0.9997135513263373,-5.1825050348197665
c,oxygen_fugacity,base,NH3,10,0.0,-5.963160099110332
c,oxygen_fugacity,radius,radius,0,-10.0,1.5579450991921995
c,oxygen_fugacity,radius,radius,1,-9.000095483868973,1.593927795337554
c,oxygen_fugacity,radius,radius,2,-8.000381937431397,1.6663915636901736
c,oxygen_fugacity,radius,radius,3,-7.00066838610506,1.7799413912233468
c,oxygen_fugacity,radius,radius,4,-6.000954834778723,1.86313019544429
c,oxygen_fugacity,radius,radius,5,-4.998758711658855,1.8075115123653658
c,oxygen_fugacity,radius,radius,6,-3.999045165221279,1.6717540816243355
c,oxygen_fugacity,radius,radius,7,-2.9991406490902515,1.5714809719874219
c,oxygen_fugacity,radius,radius,8,-1.9994271026526764,1.526049080222207
c,oxygen_fugacity,radius,radius,9,-0.9997135513263373,1.5097223052567739
c,oxygen_fugacity,radius,radius,10,0.0,1.5033431014627754
d,co_melt,surface,H2,0,-10.0,-0.10465881479697003
d,co_melt,surface,H2,1,-6.00045832237552,-0.10465881479697003
d,co_melt,surface,H2,2,-5.000171871746354,-0.11223411930234306
d,co_melt,surface,H2,3,-4.0,-0.21689292899594825
d,co_melt,surface,O2,0,-10.0,-9.400354843364141
d,co_melt,surface,O2,1,-4.0,-9.400354843364141
d,co_melt,surface,H2O,0,-10.0,-1.2042740687874591
d,co_melt,surface,H2O,1,-6.00045832237552,-1.2042740687874591
d,co_melt,surface,H2O,2,-5.000171871746354,-1.209457171870083
d,co_melt,surface,H2O,3,-4.0,-1.3167075356566826
d,co_melt,surface,CO,0,-10.0,-8.430715866676373
d,co_melt,surface,CO,1,-7.999427098741666,-5.930067979428965
d,co_melt,surface,CO,2,-6.999255226995313,-4.679744035805261
d,co_melt,surface,CO,3,-6.00045832237552,-3.429420092181558
d,co_melt,surface,CO,4,-5.000171871746354,-2.1790961485578535
d,co_melt,surface,CO,5,-4.0,-0.9313637539237796
d,co_melt,surface,CO2,0,-9.604010312328247,-10.0
d,co_melt,surface,CO2,1,-8.999713549370833,-9.244662403318548
d,co_melt,surface,CO2,2,-7.999427098741666,-7.994338459694845
d,co_melt,surface,CO2,3,-6.999255226995313,-6.74401451607114
d,co_melt,surface,CO2,4,-6.00045832237552,-5.493690572447437
d,co_melt,surface,CO2,5,-5.000171871746354,-4.243366628823733
d,co_melt,surface,CO2,6,-4.0,-2.993042685200029
d,co_melt,surface,CH4,0,-10.0,-8.236748203866787
d,co_melt,surface,CH4,1,-7.999427098741666,-5.736100316619379
d,co_melt,surface,CH4,2,-6.999255226995313,-4.485776372995676
d,co_melt,surface,CH4,3,-6.00045832237552,-3.2380439783616026
d,co_melt,surface,CH4,4,-5.000171871746354,-2.000478442325896
d,co_melt,surface,CH4,5,-4.0,-0.961864324615517
d,co_melt,surface,N2,0,-10.0,-6.037318343215564
d,co_melt,surface,N2,1,-4.0,-6.037318343215564
d,co_melt,surface,NH3,0,-10.0,-3.921814885030815
d,co_melt,surface,NH3,1,-6.00045832237552,-3.921814885030815
d,co_melt,surface,NH3,2,-5.000171871746354,-3.932181091196063
d,co_melt,surface,NH3,3,-4.0,-4.09026573776777
d,co_melt,base,H2,0,-10.0,-0.10465881479697003
d,co_melt,base,H2,1,-6.00045832237552,-0.10465881479697003
d,co_melt,base,H2,2,-5.000171871746354,-0.1148256682919726
d,co_melt,base,H2,3,-4.0,-0.29842713003967525
d,co_melt,base,H2O,0,-10.0,-1.2042740687874591
d,co_melt,base,H2O,1,-7.999427098741666,-1.2042740687874591
d,co_melt,base,H2O,2,-6.999255226995313,-1.20188186736471
d,co_melt,base,H2O,3,-6.00045832237552,-1.20188186736471
d,co_melt,base,H2O,4,-5.000171871746354,-1.1636066446007192
d,co_melt,base,H2O,5,-4.0,-0.8623886180045357
d,co_melt,base,CO,0,-10.0,-9.494846799562744
d,co_melt,base,CO,1,-8.999713549370833,-8.24691505736179
d,co_melt,base,CO,2,-7.999427098741666,-6.996591113738086
d,co_melt,base,CO,3,-6.999255226995313,-5.746267170114383
d,co_melt,base,CO,4,-6.00045832237552,-4.4909594709749365
d,co_melt,base,CO,5,-5.000171871746354,-3.1794350435042418
d,co_melt,base,CO,6,-4.0,-1.2604908022220709
d,co_melt,base,CO2,0,-9.645030077428505,-10.0
d,co_melt,base,CO2,1,-8.999713549370833,-9.19362877296656
d,co_melt,base,CO2,2,-7.999427098741666,-7.943304829342857
d,co_melt,base,CO2,3,-6.999255226995313,-6.6929808857191535
d,co_melt,base,CO2,4,-6.00045832237552,-5.435081632486713
d,co_melt,base,CO2,5,-5.000171871746354,-4.07491577608678
d,co_melt,base,CO2,6,-4.0,-1.6713513940276048
d,co_melt,base,CH4,0,-10.0,-8.037796780438097
d,co_melt,base,CH4,1,-7.999427098741666,-5.537148893190689
d,co_melt,base,CH4,2,-6.999255226995313,-4.286824949566985
d,co_melt,base,CH4,3,-6.00045832237552,-3.0365010059432818
d,co_melt,base,CH4,4,-5.000171871746354,-1.791160817835319
d,co_melt,base,CH4,5,-4.0,-0.7246376835261987
d,co_melt,base,N2,0,-10.0,-4.327691726423969
d,co_melt,base,N2,1,-6.00045832237552,-4.327691726423969
d,co_melt,base,N2,2,-5.000171871746354,-4.330083927846719
d,co_melt,base,N2,3,-4.0,-4.3811175581987065
d,co_melt,base,NH3,0,-10.0,-4.554751508914921
d,co_melt,base,NH3,1,-6.00045832237552,-4.554751508914921
d,co_melt,base,NH3,2,-5.000171871746354,-4.572493672018662
d,co_melt,base,NH3,3,-4.0,-4.873711698614846
d,co_melt,radius,radius,0,-10.0,1.8417000574436584
d,co_melt,radius,radius,1,-7.999427098741666,1.8417000574436584
d,co_melt,radius,radius,2,-6.999255226995313,1.8414409025446954
d,co_melt,radius,radius,3,-6.00045832237552,1.8394075313353584
d,co_melt,radius,radius,4,-5.000171871746354,1.8075115123653658
d,co_melt,radius,radius,5,-4.0,1.6092378844431503
e,n_melt,surface,H2,0,-10.0,-0.11223411930234306
e,n_melt,surface,H2,1,-5.000171871746354,-0.11223411930234306
e,n_melt,surface,H2,2,-4.0,-0.11980942380771609
e,n_melt,surface,O2,0,-10.0,-9.400354843364141
e,n_melt,surface,O2,1,-4.0,-9.400354843364141
e,n_melt,surface,H2O,0,-10.0,-1.209457171870083
e,n_melt,surface,H2O,1,-6.00045832237552,-1.209457171870083
e,n_melt,surface,H2O,2,-5.000171871746354,-1.2120487208597144
e,n_melt,surface,H2O,3,-4.0,-1.2196240304684487
e,n_melt,surface,CO,0,-10.0,-2.1790961485578535
e,n_melt,surface,CO,1,-4.0,-2.1790961485578535
e,n_melt,surface,CO2,0,-10.0,-4.243366628823733
e,n_melt,surface,CO2,1,-4.0,-4.243366628823733
e,n_melt,surface,CH4,0,-10.0,-2.000478442325896
e,n_melt,surface,CH4,1,-6.00045832237552,-2.000478442325896
e,n_melt,surface,CH4,2,-5.000171871746354,-2.0030699913155274
e,n_melt,surface,CH4,3,-4.0,-2.018419952996516
e,n_melt,surface,N2,0,-7.9818963038104025,-10.0
e,n_melt,surface,N2,1,-6.999255226995313,-8.035205231448465
e,n_melt,surface,N2,2,-6.00045832237552,-6.037318343215564
e,n_melt,surface,N2,3,-5.000171871746354,-4.041823656405413
e,n_melt,surface,N2,4,-4.0,-2.0999541540402413
e,n_melt,surface,NH3,0,-10.0,-7.93054642175486
e,n_melt,surface,NH3,1,-8.999713549370833,-6.932799075798101
e,n_melt,surface,NH3,2,-7.999427098741666,-5.932659528418595
e,n_melt,surface,NH3,3,-6.999255226995313,-4.93232063857557
e,n_melt,surface,NH3,4,-6.00045832237552,-3.932181091196063
e,n_melt,surface,NH3,5,-5.000171871746354,-2.9370252993322987
e,n_melt,surface,NH3,6,-4.0,-1.9749616271499022
e,n_melt,base,H2,0,-10.0,-0.1148256682919726
