reference_contract,paper_figure,paper_page,paper_panel,case_id,include_sio_s,quantity,segment_index,transport_regime,point_index,vector_x,vector_y,log10_pressure_bar,pressure_bar,temperature_k
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,temperature,1,convective,7,58.741854,113.144876,5.082447230479363,120905.82658073418,3626.031259269158
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,temperature,1,convective,8,58.84224,112.847305,5.078132213546335,119710.49140088986,3615.8108515496347
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,temperature,1,convective,9,58.946211,112.549734,5.07366309807661,118484.92502728441,3605.590443830112
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,temperature,1,convective,10,59.046596,112.255748,5.069348124127833,117313.53569624336,3595.4931669320554
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,temperature,1,convective,11,59.146982,111.958177,5.065033107194806,116153.71569206842,3585.2727592125325
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,temperature,1,convective,12,59.250952,111.66419,5.060564034709331,114964.5740862063,3575.1754479683614
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,temperature,1,convective,13,59.451723,111.076218,5.051934043827526,112702.62820349415,3554.9808941722476
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,temperature,1,convective,14,59.555694,110.785818,5.047464928357801,111548.80659833027,3545.0067824417715
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,temperature,1,convective,15,59.656079,110.491831,5.0431499544090235,110445.99050666642,3534.9094711976004
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,temperature,1,convective,16,59.756465,110.201431,5.038834937475996,109354.06647240813,3524.9353594671243
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,temperature,1,convective,17,59.860436,109.91103,5.034365822006271,108234.52661322603,3514.9612133905334
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,temperature,1,convective,18,59.960821,109.624214,5.030050848057494,107164.47681831884,3505.1101981354086
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,temperature,1,convective,19,60.061206,109.333813,5.025735874108717,106105.00596341753,3495.136052058819
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,temperature,1,convective,20,60.165177,109.046998,5.021266758638992,105018.72918133945,3485.285071149808
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,temperature,1,convective,21,60.265563,108.760182,5.016951741705965,103980.4617538456,3475.434055894684
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,temperature,1,convective,22,60.365948,108.476951,5.012636767757187,102952.46934462429,3465.706171461026
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,temperature,1,convective,23,60.466334,108.190136,5.00832175082416,101934.62999031246,3455.8551905520153
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,temperature,1,convective,24,60.570304,107.906905,5.003852678338685,100891.05847064631,3446.127306118357
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,temperature,1,convective,25,60.771075,107.340444,4.99522268745688,98906.01119739651,3426.671571597156
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,temperature,1,convective,26,60.875046,107.057214,4.990753571987156,97893.4359414401,3416.943721509612
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,temperature,1,convective,27,61.075817,106.497923,4.982123581105351,95967.36735785846,3397.734248631342
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,temperature,1,convective,28,61.179788,106.218278,4.977654465635626,94984.8772099955,3388.129529365264
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,temperature,1,convective,29,61.280173,105.938633,4.973339491686849,94045.81874539812,3378.5248100991867
