reference_contract,paper_figure,paper_page,paper_panel,case_id,include_sio_s,quantity,species,segment_index,transport_regime,point_index,vector_x,vector_y,log10_pressure_bar,pressure_bar,log10_mixing_ratio,mixing_ratio
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,1,convective,1,57.928015,339.43526,5.117429489616673,131047.72610407056,-0.041166069562748375,0.9095653980492451
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,1,convective,2,58.132371,339.43526,5.108645400198172,128423.76565590773,-0.041166069562748375,0.9095653980492451
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,1,convective,3,58.232757,339.438845,5.104330383265144,127154.10438847424,-0.04046837915262617,0.9110277815031628
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,1,convective,4,58.537498,339.438845,5.091231319897864,123376.18014247532,-0.04046837915262617,0.9110277815031628
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,1,convective,5,58.641469,339.44243,5.0867622044281395,122113.08535506764,-0.03977068874250397,0.9124925161518059
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,1,convective,6,58.946211,339.44243,5.07366309807661,118484.92502728441,-0.03977068874250397,0.9124925161518059
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,1,convective,7,59.046596,339.446016,5.069348124127833,117313.53569624336,-0.0390728037185998,0.913960015334296
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,1,convective,8,59.656079,339.446016,5.0431499544090235,110445.99050666642,-0.0390728037185998,0.913960015334296
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,1,convective,9,59.756465,339.449601,5.038834937475996,109354.06647240813,-0.0383751133084776,0.9154294643775795
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,1,convective,10,60.466334,339.449601,5.00832175082416,101934.62999031246,-0.0383751133084776,0.9154294643775795
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,1,convective,11,60.570304,339.453186,5.003852678338685,100891.05847064631,-0.03767742289834434,0.9169012759755437
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,1,convective,12,61.584915,339.453186,4.960240385335319,91251.57841010725,-0.03767742289834434,0.9169012759755437
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,0,61.6853,339.453186,4.955925411386542,90349.42882976493,-0.03767742289834434,0.9169012759755437
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,1,61.789271,339.456771,4.951456295916817,89424.45374568975,-0.03697973248822213,0.9183754539266162
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,2,61.889656,339.460356,4.94714132196804,88540.36785014014,-0.03628204207809994,0.9198520020354019
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,3,61.990042,339.467527,4.9428263050350125,87665.01370451543,-0.0348864666440625,0.922812637500958
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,4,62.094012,339.471112,4.938357232549538,86767.52958570448,-0.034188776233940295,0.9242963196364502
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,5,62.194398,339.474697,4.93404221561651,85909.70260155399,-0.0334910858238181,0.9257823872103182
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,6,62.294783,339.481868,4.929727241667733,85060.36494077378,-0.03209551038978067,0.9287621102123851
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,7,62.398754,339.485453,4.925258126198008,84189.53798335287,-0.03139781997965846,0.9302553578068002
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,8,62.599525,339.492623,4.916628135316203,82533.09572431326,-0.030002439159414064,0.933249059308287
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,9,62.703496,339.496208,4.912159019846478,81688.1423234411,-0.029304748749280796,0.9347495209415742
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,10,62.803881,339.499793,4.9078440458977015,80880.54069506342,-0.028607058339158598,0.9362523949909984
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,11,62.904267,339.506964,4.903529028964674,80080.91541320753,-0.027211482905132225,0.9392658167579422
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,12,63.008237,339.510549,4.899059956479199,79261.07467211729,-0.02651379249499896,0.9407759520293861
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,13,63.209008,339.517719,4.890429965597394,77701.60069555562,-0.025118411674754558,0.9438035103836783
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,14,63.312979,339.521305,4.8859608501276695,76906.11094462921,-0.024420526650850385,0.9453213648925134
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,15,63.51375,339.528475,4.877330859245864,75392.97124581934,-0.023025145830594923,0.9483635510683188
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,16,63.617721,339.53206,4.87286174377614,74621.11667163979,-0.022327455420472722,0.9498883135189963
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,17,63.718106,339.535645,4.868546769827363,73883.38248377242,-0.02162976501035052,0.951415527456267
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,18,63.818492,339.535645,4.8642317528943355,73152.93459067792,-0.02162976501035052,0.951415527456267
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,19,63.918877,339.539231,4.859916778945558,72429.71543774223,-0.02093187998644635,0.9529456238505241
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,20,64.022848,339.542816,4.855447663475833,71688.19794289689,-0.020234189576313084,0.9544777532782851
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,21,64.223619,339.549986,4.846817672594028,70277.72149426154,-0.018838808756068685,0.9575494060875327
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,22,64.327589,339.553571,4.842348600108553,69558.24246514836,-0.01814111834594648,0.9590889373964132
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,23,64.427975,339.553571,4.838033583175526,68870.55505902313,-0.01814111834594648,0.9590889373964132
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,24,64.52836,339.557157,4.833718609226748,68189.6732219417,-0.01744323332203125,0.9606313744100585
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,25,64.632331,339.560742,4.8292494937570245,67491.5642295723,-0.01674554291190905,0.9621758608540948
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,26,64.732716,339.564327,4.824934519808247,66824.31564705765,-0.016047852501786846,0.9637228304966183
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,27,64.833102,339.564327,4.8206195028752195,66163.65720220916,-0.016047852501786846,0.9637228304966183
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,28,64.937073,339.567912,4.816150387405495,65486.29006025817,-0.015350162091664649,0.9652722873300726
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,29,65.037458,339.571497,4.811835413456717,64838.86641975371,-0.014652471681531384,0.9668242353533447
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,30,65.137844,339.571497,4.80752039652369,64197.837114180875,-0.014652471681531384,0.9668242353533447
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,31,65.241814,339.575083,4.803051324038215,63540.601840526644,-0.013954586657627213,0.9683791125165856
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,32,65.3422,339.578668,4.798736307105187,62912.40782476724,-0.013256896247505012,0.9699360556394231
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,33,65.442585,339.578668,4.794421333156411,62290.43061290618,-0.013256896247505012,0.9699360556394231
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,34,65.546556,339.582253,4.789952217686686,61652.716605861366,-0.01255920583738281,0.9714955019883799
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,35,65.646941,339.585838,4.785637243737908,61043.19320492924,-0.011861515427249546,0.9730574555881242
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,36,65.747327,339.585838,4.781322226804881,60439.68981397262,-0.011861515427249546,0.9730574555881242
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,37,65.851298,339.589423,4.776853111335155,59820.923233029505,-0.011163825017127347,0.9746219204697206
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,38,65.951683,339.589423,4.772538137386379,59229.50967360783,-0.011163825017127347,0.9746219204697206
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,39,66.052069,339.593009,4.768223120453351,58643.93726076371,-0.010465939993223174,0.9761893381155748
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,40,66.156039,339.593009,4.763754047967876,58043.560894731505,-0.010465939993223174,0.9761893381155748
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,41,66.256425,339.596594,4.759439031034849,57469.71336179579,-0.009768249583100973,0.9777588383835191
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,42,66.35681,339.596594,4.755124057086071,56901.54480301494,-0.009768249583100973,0.9777588383835191
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,43,66.460781,339.600179,4.750654941616347,56319.00087473693,-0.00907055917296771,0.9793308620667673
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,44,66.561166,339.600179,4.746339967667569,55762.2087195798,-0.00907055917296771,0.9793308620667673
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,45,66.661552,339.603764,4.742024950734542,55210.91576974158,-0.00837286876284551,0.980905413222373
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,2,non_convective,46,66.765522,339.603764,4.737555878249067,54645.68549149879,-0.00837286876284551,0.980905413222373
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,3,convective,0,66.865908,339.607349,4.733240861316039,54105.43104601862,-0.007675178352723308,0.9824824959139873
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,3,convective,1,84.838494,339.646787,3.960702729302693,9134.877532088127,0.0,1.0
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,3,convective,2,87.072071,339.646787,3.864694096861709,7323.085367306689,0.0,1.0
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,4,non_convective,0,87.176042,339.646787,3.8602249813919842,7248.113432331032,0.0,1.0
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,H2,4,non_convective,1,246.702911,339.646787,-2.996917857329051,0.0010071221384128554,0.0,1.0
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,0,non_convective,0,56.407892,330.038462,5.182770836869124,152324.87726607325,-1.8699124713701571,0.013492347828272551
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,0,non_convective,1,56.508277,329.99544,5.178455862920346,150818.93264028593,-1.8782851455192209,0.01323472295250548
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,0,non_convective,2,56.608663,329.948832,5.174140845987319,149327.86160533357,-1.8873557046921885,0.012961172638292025
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,0,non_convective,3,56.712634,329.90581,5.169671730517594,147799.07992810366,-1.895728378841252,0.01271369009980169
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,0,non_convective,4,56.813019,329.862787,5.1653567565688165,146337.87914390574,-1.9041012476040864,0.012470927440927489
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,0,non_convective,5,56.913405,329.82335,5.16104173963579,144891.11003416663,-1.9117762313430278,0.01225247340903803
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,0,non_convective,6,57.01379,329.780328,5.156726765687012,143458.6586027489,-1.9201489054920913,0.012018522877965277
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,0,non_convective,7,57.117761,329.740891,5.152257650217287,141989.96437278966,-1.9278238892310327,0.011807993645678127
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,0,non_convective,8,57.318532,329.662016,5.143627659335483,139196.28973125524,-1.943174051322686,0.011397929035142983
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,0,non_convective,9,57.422502,329.626164,5.139158586850008,137771.2462144392,-1.9501513446514942,0.011216275170136509
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,0,non_convective,10,57.623273,329.554461,5.130528595968203,135060.57550906873,-1.9641057366953396,0.010861611462246288
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,0,non_convective,11,57.727244,329.518609,5.126059480498478,133677.85877466522,-1.9710830300241475,0.010688505128961343
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,1,convective,0,57.82763,329.486342,5.1217444635654505,132356.25292754816,-1.9773626329428444,0.010535068579579115
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,1,convective,1,57.928015,329.472001,5.117429489616673,131047.72610407056,-1.9801535891971265,0.010467582942150505
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,1,convective,2,58.031986,329.454075,5.112960374146948,129706.09192839313,-1.9836422358615304,0.01038383465576567
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,1,convective,3,58.232757,329.425394,5.104330383265144,127154.10438847424,-1.9892239537563121,0.010251231620219155
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,1,convective,4,58.336727,329.411053,5.099861310779669,125852.34460417838,-1.992014910010594,0.010185564188147592
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,1,convective,5,58.537498,329.382371,5.091231319897864,123376.18014247532,-1.9975968225191578,0.010055488588469321
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,1,convective,6,58.641469,329.36803,5.0867622044281395,122113.08535506764,-2.0003877787734394,0.009991075048877918
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,1,convective,7,58.741854,329.357275,5.082447230479363,120905.82658073418,-2.002480850003806,0.009943039163161757
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,1,convective,8,58.84224,329.342934,5.078132213546335,119710.49140088986,-2.005271806258088,0.00987934595311429
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,1,convective,9,58.946211,329.328593,5.07366309807661,118484.92502728441,-2.00806276251237,0.009816060749606833
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,1,convective,10,59.046596,329.317838,5.069348124127833,117313.53569624336,-2.0101558337427474,0.009768866311566208
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,1,convective,11,59.146982,329.303497,5.065033107194806,116153.71569206842,-2.0129467899970295,0.009706288819544105
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,1,convective,12,59.250952,329.292741,5.060564034709331,114964.5740862063,-2.015040055841189,0.009659617823105947
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,1,convective,13,59.351338,329.281986,5.056249017776303,113827.97708565315,-2.0171331270715553,0.009613175543817432
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,1,convective,14,59.451723,329.267645,5.051934043827526,112702.62820349415,-2.0199240833258374,0.00955159537712111
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,1,convective,15,59.555694,329.256889,5.047464928357801,111548.80659833027,-2.022017349169997,0.009505668197113161
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,1,convective,16,59.656079,329.246134,5.0431499544090235,110445.99050666642,-2.024110420400375,0.009459966089087652
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,1,convective,17,59.756465,329.231793,5.038834937475996,109354.06647240813,-2.0269013766546564,0.009399367352899783
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,1,convective,18,59.860436,329.221037,5.034365822006271,108234.52661322603,-2.0289946424988052,0.009354172134788964
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,1,convective,19,60.061206,329.199526,5.025735874108717,106105.00596341753,-2.033180979573342,0.009264436745148602
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,1,convective,20,60.165177,329.188771,5.021266758638992,105018.72918133945,-2.03527405080372,0.00921989444889521
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,1,convective,21,60.365948,329.167259,5.012636767757187,102952.46934462429,-2.039460582492028,0.009131443104878801
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,1,convective,22,60.466334,329.152919,5.00832175082416,101934.62999031246,-2.042251344132528,0.009072952889912911
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,1,convective,23,60.570304,329.142163,5.003852678338685,100891.05847064631,-2.0443446099766875,0.009029327178801155
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,1,convective,24,60.771075,329.120652,4.99522268745688,98906.01119739651,-2.048530947051214,0.008942708055173465
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,1,convective,25,60.875046,329.109896,4.990753571987156,97893.4359414401,-2.0506242128953738,0.008899708603627144
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,1,convective,26,61.075817,329.088385,4.982123581105351,95967.36735785846,-2.0548105499698996,0.008814332922303094
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,1,convective,27,61.179788,329.07763,4.977654465635626,94984.8772099955,-2.0569036212002776,0.008771954671028741
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,1,convective,28,61.380558,329.056118,4.969024517738071,93116.04418815352,-2.061090152888586,0.00868780065119649
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,1,convective,29,61.484529,329.045363,4.9645554022683465,92162.74518098489,-2.0631832241189634,0.008646030751844695
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,1,convective,30,61.584915,329.034607,4.960240385335319,91251.57841010725,-2.065276489963123,0.008604457821353377
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,2,non_convective,0,61.6853,329.023852,4.955925411386542,90349.42882976493,-2.067369561193501,0.00856308862429137
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,2,non_convective,1,61.789271,328.980829,4.951456295916817,89424.45374568975,-2.075742429956335,0.008399579985470548
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,2,non_convective,2,61.889656,328.909125,4.94714132196804,88540.36785014014,-2.0896970166139623,0.008133977811842042
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,2,non_convective,3,61.990042,328.833836,4.9428263050350125,87665.01370451543,-2.104349293681712,0.007864130402347631
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,2,non_convective,4,62.094012,328.762132,4.938357232549538,86767.52958570448,-2.118303880339339,0.007615459619740104
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,2,non_convective,5,62.294783,328.611554,4.929727241667733,85060.36494077378,-2.147608434474838,0.007118550421228996
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,2,non_convective,6,62.398754,328.536265,4.925258126198008,84189.53798335287,-2.162260711542587,0.0068823901519291086
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,2,non_convective,7,62.49914,328.460976,4.9209431092649805,83357.19830732292,-2.1769129886103364,0.006654064577826353
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,2,non_convective,8,62.599525,328.382102,4.916628135316203,82533.09572431326,-2.192262956088219,0.00642298701331531
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,2,non_convective,9,62.703496,328.303227,4.912159019846478,81688.1423234411,-2.207613118179873,0.006199931365834378
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,2,non_convective,10,62.904267,328.145479,4.903529028964674,80080.91541320753,-2.238313053135616,0.005776794877270303
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,2,non_convective,11,63.008237,328.066604,4.899059956479199,79261.07467211729,-2.253663215227281,0.00557618000461935
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,2,non_convective,12,63.209008,327.901685,4.890429965597394,77701.60069555562,-2.285758725617061,0.005178944708014381
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,2,non_convective,13,63.312979,327.819226,4.8859608501276695,76906.11094462921,-2.3018063835050553,0.004991069489564796
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,2,non_convective,14,63.51375,327.654307,4.877330859245864,75392.97124581934,-2.333901893894836,0.004635516231344851
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,2,non_convective,15,63.617721,327.568262,4.87286174377614,74621.11667163979,-2.350647436806745,0.004460181820397363
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,2,non_convective,16,63.918877,327.310128,4.859916778945558,72429.71543774223,-2.400883870928679,0.003972977715264968
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,2,non_convective,17,64.022848,327.220498,4.855447663475833,71688.19794289689,-2.4183271042507104,0.0038165670431155175
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,2,non_convective,18,64.223619,327.041238,4.846817672594028,70277.72149426154,-2.4532135708947727,0.003521976299256665
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,2,non_convective,19,64.327589,326.951608,4.842348600108553,69558.24246514836,-2.4706568042168042,0.003383320932994579
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,2,non_convective,20,64.52836,326.765178,4.833718609226748,68189.6732219417,-2.5069386516811223,0.0031121559283461444
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,2,non_convective,21,64.632331,326.671963,4.8292494937570245,67491.5642295723,-2.525079575413275,0.002984835659878247
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,2,non_convective,22,64.732716,326.578748,4.824934519808247,66824.31564705765,-2.543220499145429,0.0028627241441643715
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,2,non_convective,23,64.833102,326.481948,4.8206195028752195,66163.65720220916,-2.5620591132877153,0.0027412010324094943
published_vector_plot_digitization,2,8,left,figure2_mg_si_o_1_1_3,false,gas_mixing_ratio,SiH3,2,non_convective,24,64.937073,326.385148,4.816150387405495,65486.29006025817,-2.580897727429991,0.002624836596778154
